"Group","SHA1","ID","Folder","FileName","Title","Media Filename","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"091318d9ed26e1afd64fd0f857f8e18fb4868200","@","@","Teenage Mutant Ninja Turtles II: Back from the Sewers","@","","","1991","Konami","us","b","b 1","","","","","","",""
"@",,"09181e787ac4b7fdbc011aa4dddbef5af9e83167","@","@","Skate or Die: Bad 'N Rad","@","","","1990","Konami","us","b","b 1","","","","","","",""
"@",,"09213de297d6f3bd97653ebe15fff3882ef20d07","@","@","Pac-In-Time","@","","(beta)","1995","Namco","us","b","b 1","","","","","","",""
"@",,"092d878bb8431ac1334dfa9cb91c4b12f1a4f365","@","@","The Chessmaster","@","Chessmaster, The","v rev0; Language en","1992","Altron","jp","","","","","","","","",""
"@",,"095285ec078124e3a4cbbfa3ac0d7680ee491e2b","@","@","Mickey Mouse V","@","","v rev1","1998","Kemco","jp","","","","","","","","",""
"@",,"0968907afb0cc827c94ec13761d3ac72519c926f","@","@","The Humans","@","Humans, The","","1992","Gametek","us","b","b 2","","","","","","",""
"@",,"09705ea1d1831ccd6192f92d3807d5fc45856cb7","@","@","Rockman World","@","","Language en","1991","Capcom","jp","","","","1","","","","",""
"@",,"0982bcc82deb9c4db08e602a22a2bb4f31e7e6ae","@","@","3 Choume no Tama: Tama and Friends: 3 Choume Obake Panic!!","@","","","1994","S.C.P.","jp","","","","","","","","",""
"@",,"098b08540ea314eec36c8b2fec0690f20472dbf5","@","@","Taiyou no Tenshi Marlow: O Hanabatake wa Dai-Panic","@","","","1994","Technos","jp","a","a 2","","","en","","","",""
"@",,"09a6dae5e5faae1c4b5cf20e1b913b1c5e72297e","@","@","GameShark BIOS","@","","","19xx","@","us","","","","","","","","",""
"@",,"09b0dc8a7a9d43d74e3714e66c44b672a413ffea","@","@","Final Fantasy Legend II","@","","v rev0","1991","Squaresoft","eu,us","","","","","","","","","5"
