"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,21d7e4d99b1d35ad7c169cc16162a0873661fcd4,@,@,"Olympic Gold",,,,1992,"U.S. Gold",eu,,,,,,,,,
@,,21e347425dbe784e3cee37000ab7a1ce5e594355,@,@,"Wonder Boy",,,v1,1986,Sega,,b,,,,,,,,
@,,22335dd5b85b312db33edd2f11dbefc5d0bae69e,@,@,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,5
@,,224671d0a34c23f5a46bcc2606802f2d2259be4c,@,@,"Winter Shooter",,,v0.2,2021/12/24,haroldo-ok,,,,,,,,,,
@,,2259dcf3ce702b5ddc8d0a5ed335263f45ecd2ce,@,@,"Slap Shot",,,v2,1990,Sega,us,,,,,,,,,
@,,2288827eeb2afecd62c0d0288a482d66208fd94a,@,@,"Ys: Ancient Ys Vanished Omen",,"Ys - Ancient Ys Vanished Omen",v1,1988,"Falcom / Sega",,,,,,fr,,,,
@,,229765ece83a84ea4f1f01be2e54f0a346d841e5,@,@,"Tom and Jerry: The Movie",,"Tom and Jerry - Movie",,1992,Sega,,b,,,,,,,,
@,,235ad7d259023610d8aa59d066aaf0dba2ff8138,@,@,"The Incredible Hulk",,"Incredible Hulk",,1994,"Probe / U.S. Gold",,,,,,,,,,
@,,238d71f12bdfed679875c472f0e5663e651e9d5d,@,@,Hang-On,,,,1985,Sega,,,,,,pt,,,,
@,,23e474361f17b5de674162dcc8ad8ffc6eed708b,@,@,"Golden Axe Warrior",,,,1991,Sega,,,,,,fr,,,,
@,,2429975b0937144f0149834ad52dc921ff3a6113,@,@,"Ghost House",,,v1,1986,Sega,,b,,,,,,,,
@,,247fd74485073695a88f6813482f67516860b3a0,@,@,F1,,,,1993,Domark,,,,,,,,,,
@,,24889396756fc5a1e043e89d70c5431c9d98df7d,@,@,"Wonder Boy in Monster Land",,,v1,1988,Sega,,,,,,,,,,1
@,,25644756bfc1844c6ace0e4aa92e243090441743,@,@,"Pong Master 4k",,,,200x,"Pinheiro, Haroldo",,,,,,,,,,
@,,256b1f899db9b294871df8b4ba56fca5db300873,@,@,"Psycho Fox",,,,1989,Sega,,b,,,,,,,,
@,,257946fe8a230ac1308fc60a8ed43851cfe6b915,@,@,"Zaxxon 3D",,,,1987,Sega,,,,,,,,,,
@,,257ca76ebcd54c75a414ca7ce968fa59ea42f150,@,@,"Phantasy Star",,,v2,1988,Sega,,,,,,,,,,
@,,2583b9027fd2a4d84ed324ed03fc82b9eedd1ff4,@,@,"Sapo Xule: S.O.S. Lagoa Poluida",,"Sapo Xule - S.O.S. Lagoa Poluida",,1995,"Sega / Tec Toy",br,,,,,,,,,
@,,258901a74176fc78f9c669cd7d716da0c872ca67,@,@,"Dynamite Duke",,,,1991,Sega,,,,,,,,,,
@,,25a9c50d842c519a9fc563e31e8ae6cb99ae4e15,@,@,Alf,,,v1,1989,Sega,"br,us",,,,,fr,,,,
@,,26070deaa2d3c170d31ac395a50231204250bdf3,@,@,Shinobi,,,,1987,Sega,jp,,,,,,,,,
@,,2695de00ea34cefe884fc7acc1e328c3745b3c77,@,@,Tetracycline,,,"v0.2 / ",2000,"Warren, Nicolas",,,,,,,,,,
@,,26afbc7a049eecb6344bf4f0edef6339097c59a8,@,@,"Gangcheol RoboCop",,,,1992,Sieco,kr,,,,,,1,,,
@,,26c5da3ee48bc0f8fd3d20f9408e584242edcd9d,@,@,"Hokuto no Ken",,,,1986,Sega,jp,,,,,,,,,
@,,26ec82b96650a7329b66bf90b54b869c1ec12f6b,@,@,"Deep Duck Trouble Starring Donald Duck",,,,1993,"Disney / Sega",,,,,,,,,,
@,,26fe62b99488048a3f3677123b5065e62a6376f0,@,@,"Teddy Boy",,,,1985,Sega,,,,,,,,,,8
@,,274641b3b05245504f763a5e4bc359183d16a092,@,@,Taz-Mania,,,beta,1992,Sega,,,,,,,,,,
@,,278cc3853905626138e83b6cfa39c26ba8e4f632,@,@,"Psycho Fox",,,,1989,Sega,,,,,,,,,,
@,,27ae2cff8e690016ffec733d1335682696d894b4,@,@,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,1
@,,27bd2a5c818b4a2ac520d9d5128a73d5114cc8bb,@,@,"Tiny Caveman",,,v0.1,2021/09/11,haroldo-ok,,,,,,,,,,
@,,281b6ad0518ab98b685578b190f7eba4eab6374a,@,@,"Desert Strike",,,,1992,"Domark / Electronic Arts",,b,,,,,,,,
@,,28585245a7464f6f6a2edbbc437f536f6f97f4ee,@,@,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,3
@,,287235ca264f150beffecbff29a0634b8b9cb35b,@,@,"Ultima III",,,v20060513,2006,@,,,,,,,1,,,
@,,29091ff60ef4c22b1ee17aa21e0e75bac6b36474,@,@,"Sega Master System BIOS",,,"v1.0 / beta",1986,Sega,us,,,,,,,,,
@,,293cda42f2dcf1eed9e78a350392bda5d62246c4,@,@,"Kung Fu Kid",,,v1,1987,Sega,,b,,,,,,,,
@,,2a3e859139f8ca83494bb800dc848fe4d02db82a,@,@,Sagaia,,,,1992,Taito,,,,,,,,,,
@,,2a513aef0f0bdcdf4aaa71e7b26a15ce686db765,@,@,"Dynamite Dux",,,,1989,Sega,,,,,,,,,,
