"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,04c763ca9a690b2ba4bd4b7f2ac987153961300c,@,@,"QuackShot Starring Donald Duck",,,v1,1991-12-19,Sega,@,b,@,@,@,@,@,@,@,@
@,,04cf02a0004f2eba16af781dd55b946176bb9dbf,@,@,"Alisia Dragoon",,,@,1992-04-24,"Game Arts",jp,@,@,@,@,@,@,@,@,@
@,,04d73be5550ef0fdb43d55df7a418b2ba92a1922,@,@,Clue,,,@,1992-12,"Parker Brothers",us,@,@,@,@,@,@,@,@,"intro Magical"
@,,04ed43ead05ae3c550522b6186063eb4450cbf19,@,@,Masiakia,,,@,2017-08-19,Resistance,@,@,@,@,@,@,@,@,@,@
@,,05164a70f2628d5d0202a3837c457b01b5a3e835,@,@,"Body Count",,,@,1994-03,Sega,eu,b,@,@,@,@,@,@,@,@
@,,052641f6f5e6a4e8f5a9649da6e3d869849ae827,@,@,"Magical Hat no Buttobi Turbo! Daibouken",,,@,1990-12-15,Sega,jp,b,@,@,@,@,@,@,@,@
@,,053aec63cc7ae74130404ce2557c7efb45150fe4,@,@,Battletoads,,,@,1993-03,Tradewest,@,b,@,@,@,@,@,@,@,@
@,,053e58f9bf4d38dc1eaff855a0863725f473e695,@,@,Stormlord,,,@,1991,RazorSoft,us,@,@,@,@,@,@,@,@,2
@,,055b554f7d61ed671eddc385bce950b2baa32249,@,@,"Xenon 2: Megablast",,,@,1992-02,Virgin,eu,@,@,@,@,@,@,@,@,@
@,,055d17d26885e0cd2344431c21d46764383a6d70,@,@,"Castlevania: Bloodlines",,,@,1993-12,Konami,us,b,@,@,@,@,@,@,@,@
@,,057535c98f17fb6d0ba136c5e9715c4ae6218ff4,@,@,"Battletoads & Double Dragon: The Ultimate Team",,"Battletoads and Double Dragon - Ultimate Team",@,1993-12,Tradewest,us,@,@,@,@,@,@,@,@,TI
@,,05791075c5e8b9e14451429efce20a1cfbafc84a,@,@,"Battletoads Remastered",,,v0.1,2011-06,Segaman,@,@,@,@,@,@,@,@,@,Battletoads
@,,057e990196caed72f7a71a9234439b3613ef1af5,@,@,Technocop,,,@,1991-01,Sega,us,@,@,@,@,@,@,@,@,*
@,,058287cfdb89cae8015bdec15629b746e17692eb,@,@,Skitchin',,,@,1994-03,"Electronic Arts",eu-us,@,@,@,@,@,@,@,@,*
@,,05900e46e5cd0d102f4b653b9889ce348033e5ad,@,@,"Yuu Yuu Hakusho: Makyou Toitsusen",,,@,1994-09-30,Treasure,jp,@,@,@,@,@,@,@,@,2
@,,0593662169e7ed785c9ade73b08f73b2c73f53fa,@,@,"Battletech: A Game of Armored Combat",,"Battletech - Game of Armored Combat",@,1994-09,"Extreme Entertainment Group",us,b,@,@,@,@,@,@,@,@
@,,05989e09f5eca40e5928d791020d6cb8f32b8aad,@,@,"Samurai Shodown",,,@,1994,"Sega | Takara",us,b,@,@,@,@,@,@,@,@
@,,0598e452e3d42b5e714bf5b32834000607483813,@,@,"Super H.Q.",,,@,1992-10-23,Taito,jp,@,@,@,@,@,@,@,@,@
@,,059e99fde8726a45a584007186913eb9a01f738e,@,@,"Marble Madness",,,@,1991-11,"Electronic Arts",eu-us,@,@,@,@,@,@,@,@,@
@,,05c074e7a3e42148cc2ce459a1baf3928d9e492a,@,@,"Windows 68K Edition Setup Demo",,,@,2005,"Maneiro, Tom",ve,@,@,@,@,@,@,@,@,@
@,,05ccd6d7c81d3ab47184ea72d2d741da5bc90790,@,@,"True Lies",,,@,1995-03,Acclaim,@,b,@,@,@,@,@,@,@,@
@,,05de050a79792164a3a4227bf2bf2e845d9d7384,@,@,"Sonic the Hedgehog 2",,,v1,1992-11-21,Sega,@,@,@,@,@,@,@,@,@,23
@,,05efc300b3f68496200cb73a2a462a97f930a011,@,@,Zoom!,,,@,1990-01-13,Sega,jp-us,@,@,@,@,@,@,@,@,@
