"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"@",,"09963629b1f3a07d6ef476632f021146eda83725","@","@","Bung Enterprises Doctor V64 BIOS","@","","v 1.61; Copyright Public Domain","1998","Bung Enterprises","@","","","","","","","","",""
"@",,"09b1b6a1c2d2af51fe72bfd84f1ae2d73ed2db0e","@","@","Shadowgate 64: Trials of the Four Towers","@","","","1999","Kemco","jp","b","b 1","","","","","","",""
"@",,"09b4ba3d1670bd1ddd26f8fead740d9fd99574e3","@","@","Aero Fighters Assault","@","","","1997","Video System","us","b","b 3","","","","","","",""
"@",,"09c0f5b64b34c8822af38385576d028ca8c6ccc0","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","71"
"@",,"09c7d5f67ad02356a78a9788e610b0145298a698","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","86"
"@",,"09c867ce0cb8286f324c46a7dc703a40d3867a8d","@","@","Tonic Trouble","@","","v rev1","1999","Ubisoft","us","","","","","","","","","1"
"@",,"09c90701261e345c0023c55b61b37e6aaf809e57","@","@","Mike Piazza's Strike Zone","@","","","1998","GT Interactive","us","","","","","","","","",""
"@",,"09ddbd45f4962735def65399b5792e3bb5bd7d3c","@","@","All Star Tennis '99","@","","","1999","Ubisoft","eu","","","","","","","","",""
"@",,"09f0d105f476b00efa5303a3ebc42e60a7753b7a","@","@","Star Fox 64","@","","v rev1","1997","Nintendo","us","","","","","","","","",""
"@",,"09f4d3200b0bd4b984a80248af07de3c40b5cc26","@","@","Hybrid Heaven","@","","Language en,ja","1999","Konami","jp","","","","","","","","",""
"@",,"09f9cf8856ba46ed3f80916d250d2a0b70bb33f2","@","@","F-Zero X","@","","","1998","Nintendo","us","","","","","","","","","19"
"@",,"09fcf54b70a97b562ffd9f652639194fba826a3e","@","@","Neo N64 Myth Menu","@","","v 1.5; Copyright Public Domain","2010","NeoTeam","@","","","","","","","","",""
"@",,"0a15b94fc320ecfe4fb305dba159166ca49b1424","@","@","Pokemon Snap","@","","","1999","HAL Laboratory - Nintendo","us","","","","","","","","","1"
"@",,"0a19ade88b00b51b023d64d778195660475ec778","@","@","ScummVM-N64","@","","v 1.1.1-made; Copyright Public Domain","2010","ScummVM Team","@","","","","","","","","",""
"@",,"0a38032efc8414595f7a4f6544379e464bd47db4","@","@","Mario Golf 64","@","","v rev0","1999","Nintendo - Camelot Software Planning","jp","b","b 1","","","","","","",""
"@",,"0a39e8582dd08a03cfaa53d22cbbd213c8e2f3a6","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","114"
"@",,"0a3f4a03c2c8225a835232bdb2d9cd71ac291a53","@","@","Retroactive 64drive Menu","@","","v 1.01; Copyright Public Domain","2011","Retroactive","@","","","","","","","","",""
"@",,"0a514683432cfe7839f197ef3a09b6bfeedfd183","@","@","Banjo-Tooie","@","","","2000","Nintendo - Rare","us","","","","","","","","","1"
"@",,"0aa3f322c2c369fa385028a68218cbd8c169aac8","@","@","Extreme-G 2","@","","","1998","Acclaim","us","","","","2","","","","",""
"@",,"0ad61791fb8fb1e0a3bd2a286f32e1967dc79309","@","@","Turok: Dinosaur Hunter","@","","v rev2","1997","Acclaim - Iguana Entertainment","de","","","","","","","","",""
"@",,"0aeaba1ab003fea508b7f51b028c83b3ef60feb4","@","@","Quake","@","","Language en","1998","Midway","eu","b","b 1","","","","","","",""
"@",,"0af50fee1cb0e038bb82e587edde141e3984c38d","@","@","Automobili Lamborghini","@","","","1997","Titus","us","b","b 11","","","","","","",""
