"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Public Domain",,85b86785fd667228d2b9af348b9cf89400f0136b,,,"ZZZ-UNK-StarDreamer - Flying",,,"(2002) (PD)",,,,,,,,,,,,,,,
"Public Domain",,c6d62d5cf9cb546542a7dbb81ffd2f1241a9a7ee,,,"ZZZ-UNK-StarDreamer - Full Game",,,"(2002) (PD)",,,,,,,,,,,,,,,
"Public Domain",,ffc6eb826408532be41438c06b5134188a00b01a,,,"ZZZ-UNK-StarDreamer - Intro",,,"(2002) (PD)",,,,,,,,,,,,,,,
"Public Domain",,2be5c978dc927d51bc4797be891e8c336c0a3cc4,,,"ZZZ-UNK-StarDreamer - Docked",,,"(2002) (PD)",,,,,,,,,,,,,,,
"Public Domain",,d7ebf3568edf75e12b51446240c0b54cd362e2da,,,"ZZZ-UNK-Sprite Ed by Schick, Bastian",,,"(1996) (PD) [a]",,,,,,,,,,,,,,,
"Public Domain",,4484216d83f769d2005e5a638a12c54a3496db97,,,"ZZZ-UNK-Sprite Ed by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,c580a0a2066a4710a78655da5208168a01b05401,,,"ZZZ-UNK-StarDreamer - Cutscene",,,"(2002) (PD)",,,,,,,,,,,,,,,
"Public Domain",,9ef5eddcb2d3ea6e05c960c297700e4a1d5f7178,,,"ZZZ-UNK-Micro Font Dumper by Schick, Bastian",,,"(199x) (PD)",,,,,,,,,,,,,,,
"Public Domain",,967aad8b405dc910484e7008444f8165e4e188ad,,,"ZZZ-UNK-Drawtest by Schick, Bastian",,,"(199x) (PD)",,,,,,,,,,,,,,,
"Public Domain",,1d32b58b450eb646c46eaf96665a4ae2ab9455dc,,,ZZZ-UNK-Fire,,,"(Fever) Demo by Schick, Bastian (1997) (PD)",,,,,,,,,,,,,,,
