"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"1 Across 2 Down",,d7f2ddbd23bdf40a35cadf1afa7ab4de33bd2e98,,,,,,"Copyright Licenceware; (Disk 1 of 2)",1990/12,"Amiganuts United",,,[AMOS],,,,,,,,,,
Chase,,26c91f58d9a6ad30fee1cb9d0c2f43ef5beb3d84,,,,,,,1988,Mastertronic,,,,,"+2 Band",,,QTX,,,,,
"Chase H.Q.",,23ef25e2552c545e44c8fd87a97a744621dd08d3,,,,,,,1989,Ocean,,,,,"+10 Flashtro",,,Flashtro,,,,,
"Chase H.Q. II - Special Criminal Investigation",,67bcef66301664e91f0143574ed3237e07960d90,,,,,,"Video PAL; (Disk 2 of 2)",1990,Ocean,,a,"a 2",,,,,,,,,,
"Chase H.Q. II - Special Criminal Investigation",,7296fd13bb313ccf7c281184671d79824af9bca9,,,,,,"Video PAL; (Disk 1 of 2)",1990,Ocean,,,,,"+19 Flashtro",,,Flashtro,,,,,
Checkmate,,9e456bdd888e0908cd45666b7eebebe6223fb0e0,,,,,,"Video NTSC",1990,Interplay,,,,"PAL PDX",,,,PDX,,,,,
"Chess Player 2150",,2217e9de76d4cd15dfac68eb5f1ddde43afb5a15,,,,,,,1989,"Oxford Softworks",,,,,,,,Miracle,,1,,,
"Chessmaster 2000, The v1.0",,6ec4169ed4378ac812088b755d0574523ea23bd4,,,"The Chessmaster 2000",,"Chessmaster 2000, The","v 1.0",1986,"Software Toolworks, The",,,,,,,,1,,Bisoft,,,
"Chichen Itza",,7192f62938b9469a38d2a1dc17ed51066bed00bc,,,,,,,1991,"Aventuras AD",es,,,,,,,,,,,,
"Chip's Challenge",,db37d8533b637f87d068eb9723d8650dcda0fe39,,,,,,,1990,"Epyx - U.S. Gold",,,,,,,,CSL,,,,,
"Christoph Kolumbus v1.00",,bd7399c20a7dced85b48f812b163a316024b142f,,,"Christoph Kolumbus",,,"v 1.00; (Disk 2 of 4)",1994/01/24,"Software 2000",de,a,"a 2",,,,,,,,,,
"Christoph Kolumbus v1.00",,e4553c41b23a31c88ee652c4bcfbf3a8c937fbd2,,,"Christoph Kolumbus",,,"v 1.00; (Disk 4 of 4)",1994/01/24,"Software 2000",de,a,"a 1",,,,,,,,,,
"Christoph Kolumbus v1.00",,e75a145d23019b5d76e5c080338c13f8211b9557,,,"Christoph Kolumbus",,,"v 1.00; (Disk 3 of 4)",1994/01/24,"Software 2000",de,,,,,,,,,,,,
"Christoph Kolumbus v1.00",,755bf68c14a698298fecb8e099810bc6179ab31c,,,"Christoph Kolumbus",,,"v 1.00; (Disk 1 of 4)",1994/01/24,"Software 2000",de,b,"b 1",,,,,,,PDX,,,
"Christoph Kolumbus v1.1",,cda7e91a06aa1abd2ef82b8976617cf86f63b048,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 4 of 6)",1994,"Software 2000",,,,,,,,,,,,,
"Christoph Kolumbus v1.1",,ca3cac5c8f6695acbe8e1b89e3fb823622f27ed3,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 5 of 6)",1994,"Software 2000",,,,,,,,,,,,,
"Christoph Kolumbus v1.1",,ec42d87310784f83d95e8462e3b734baeace57d9,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 3 of 6)",1994,"Software 2000",,,,,,,,,,,,,
"Christoph Kolumbus v1.1",,118a605d2848726e1c395330c22d83119da95a44,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 2 of 6)",1994,"Software 2000",,,,,,,,,,,,,
"Christoph Kolumbus v1.1",,b3125659f962e63e77b8dc84d41d1e6529ffff93,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 6 of 6)",1994,"Software 2000",,,,,,,,,,,,,
"Christoph Kolumbus v1.1",,070a3a7043e82133ea46701100a12f8ce4ffc28c,,,"Christoph Kolumbus",,,"v 1.1; (AGA); (DE); (Disk 1 of 6)",1994,"Software 2000",,,,,,,,,,Aspect,,,
"Chronicles of Omega, The",,3ae216fad5f4de5c06a836d0481fbf699e92569a,,,"The Chronicles of Omega",,"Chronicles of Omega, The",,1990,ARC,,,,,"+9 Flashtro",,,Flashtro,,,,,
"Chrono Quest",,f5582734a89e9b32283d831b7875dff818cbb5c8,,,,,,"(Disk 3 of 3); (2)",1988,Psygnosis,,,,,,,,,,,,,
"Chrono Quest",,e6ca852cdd93a2590139359b0956f9f920b50cc5,,,,,,"(Disk 1 of 3); (Boot)",1988,Psygnosis,,,,,,,,1,,,,,
"Chrono Quest",,372909c5e27031ab49101320a2d336b9de6e49c7,,,,,,"(Disk 2 of 3); (1)",1988,Psygnosis,,,,,,,,,,,,,
"Chubby Gristle",,c7b1966d8a3edff51ae9e895ac234a8441204d9c,,,,,,,1988,Grandslam,,,,,1,,,,,Powerslaves,,,
"Chuck Rock",,939b24fe20b43e9107c40da9d57b3ca6d99be892,,,,,,"(Disk 2 of 2)",1991,Core,,,,,,,,CPY,,,,,
"Chuck Rock",,5990764a76935d57194d5e960995d6a15e8432ae,,,,,,"(Disk 1 of 2)",1991,Core,,,,,"+2 Sensics",,,CPY,,,,,
"Chuck Rock",,b672d769406ab106e76520e06187d46a51d74ec6,,,,,,"(Disk 1 of 2)",1991,Core,,,,,"+19 Flashtro",,,Flashtro,,,,,
"Chuck Rock 2 - Son of Chuck",,425eff5244c95ccabe650ab344f7d8c6cd59fb18,,,,,,"(Disk 2 of 2)",1993,Core,,,,,,,,Flashtro,,,,,
"Chuck Rock 2 - Son of Chuck",,06173a2a50989dd4f12ea75842b31abeb2718192,,,,,,"(Disk 1 of 2)",1993,Core,,,,,"+14 Flashtro",,,Flashtro,,,,,
"Chuck Yeager's Advanced FlightTrainer 2.0",,abc724b49b9d65e98738e6abc1b23ba96d1bda7d,,,,,,,1991,"Electronic Arts",m4,,,,,,,Defjam,,,,,
"Chuckie Egg",,031f2dba3672787c801eaced6b1e6e7ff11f4075,,,,,,,1988,"Pick & Choose",,,,,,,,,,,,,
"Ciemna Strona",,78160741249b17063bde53de52a394916efc937e,,,,,,"(Disk 2 of 6)",1997,Diogenes,pl,,,,,,,,,,,,
"Ciemna Strona",,25a387b22e1704545f17dfaec0893aa8d255211c,,,,,,"(Disk 6 of 6)",1997,Diogenes,pl,,,,,,,,,,,,
"Ciemna Strona",,9275337a392bb4bb146e95f6f5ed2c39471cddc5,,,,,,"(Disk 5 of 6)",1997,Diogenes,pl,,,,,,,,,,,,
"Ciemna Strona",,902ab2de805f732756bb83216bc4a332a76af8d0,,,,,,"(Disk 1 of 6)",1997,Diogenes,pl,,,,,,,,,WT,,,
"Ciemna Strona",,7e6286361b734abcd764ca803cc0f93c0ddccb67,,,,,,"(Disk 4 of 6)",1997,Diogenes,pl,,,,,,,,,,,,
"Ciemna Strona",,b02e29c318ebbc68b4652229c22af009a1fcdba9,,,,,,"(Disk 3 of 6)",1997,Diogenes,pl,,,,,,,,,,,,
"Circus Games",,4d0b3f905a8ae4b5c9e934b16c96478d4e94bcdb,,,,,,"(Disk 1 of 2)",1988,Tynesoft,,,,,,,,"Defjam - CCS",,,,,
"Circus Games",,fd7f037f0d8fd930b2e3a699de0a97c6100c53a0,,,,,,"(Disk 2 of 2)",1988,Tynesoft,,,,,,,,"Defjam - CCS",,,,,
"Cisco Heat",,f062baca2a329f7d9912e9a196637c9817be0bc7,,,,,,,1992,"Image Works",,,,,"+14 Flashtro",,,Flashtro,,,,,
"Citadel, The",,95266ce8e070787e589ba8dcfdb9d12d9561eb0f,,,"The Citadel",,"Citadel, The","(Disk 3 of 5)",1995,"Black Legend",,a,"a ka Cytadela",,,,,,,,,,
"Citadel, The",,02da1609acdfe0a2859d9c8b85f5fbf36e9ff46c,,,"The Citadel",,"Citadel, The","(Disk 4 of 5)",1995,"Black Legend",,a,"a ka Cytadela",,,,,,,,,,
"Citadel, The",,ab32c47b2cd7619a4daebbd2381c536f26ac1746,,,"The Citadel",,"Citadel, The","(Disk 5 of 5)",1995,"Black Legend",,a,"a ka Cytadela",,,,,,,,,,
"Citadel, The",,c32f50f425cadae747eac32977dc3be3e2945375,,,"The Citadel",,"Citadel, The","(Disk 1 of 5)",1995,"Black Legend",,a,"a ka Cytadela",,"+3 INS",,,PDY,,,,,
"City Cars",,f223545a8ba8e5014842e76af2b25d9862e25154,,,,,,"(Disk 1 of 2)",1996,FlexiLink,,,,,,,,HF,,,,,
"City Cars",,ec04cc2a2c6d08ffcf5955f029f199255933c696,,,,,,"(Disk 2 of 2)",1996,FlexiLink,,,,,,,,,,,,,
"City Defence",,c96ee98aec193d9fa19735aaa1a1fc71c95c928b,,,,,,,1987,Kingsoft,,,,,,,,Movers,,,,,
"Civilization v855.01",,64f249a744cbe60abaacefd9a9db619a5a0f0e7f,,,Civilization,,,"v 855.01; (Disk 4 of 4)",1992,MicroProse,,a,"a 1",,,,,,,,,,
"Civilization v855.01",,075ae3b69301786918f07b084d654a82db9266ea,,,Civilization,,,"v 855.01; (Disk 2 of 4)",1992,MicroProse,,a,"a 2",,,,,,,,,,
"Civilization v855.01",,84bf2e6dec40501bbaa158f42c234da8310a3149,,,Civilization,,,"v 855.01; (Disk 3 of 4)",1992,MicroProse,,a,"a 2",,,,,,,,,,
"Civilization v855.01",,45758d43157bcbfe56afd5f78ff741d982f19d39,,,Civilization,,,"v 855.01; (Disk 1 of 4)",1992,MicroProse,,,,,,,,CSL,,,,,
"Civilization v855e.01",,a6560accfc6af3a335335f46dc2333cd6792cb15,,,Civilization,,,"v 855e.01; (AGA); (Disk 2 of 4)",1993,MicroProse,,,,,,,,,,,,,
"Civilization v855e.01",,e8197b2371855ebfa1fc8e698004f38809e11578,,,Civilization,,,"v 855e.01; (AGA); (Disk 4 of 4)",1993,MicroProse,,,,,,,,,,,,,
"Civilization v855e.01",,ba8c49168b4c307ad3bdc5c4afe9375baf09651b,,,Civilization,,,"v 855e.01; (AGA); (Disk 3 of 4)",1993,MicroProse,,,,,,,,,,,,,
"Civilization v855e.01",,3adadaa7107b9511e44f6bbda8376dd12105a5a5,,,Civilization,,,"v 855e.01; (AGA); (Disk 1 of 4)",1993,MicroProse,,,,,,,,CSL,,,,,
"CJ's Elephant Antics",,b3dbb1f499f376222dbcf4941eb6a3e6ab415cfa,,,,,,,1991,Codemasters,,,,,"+5 CPY",,,CSL,,,,,
"Classic Arcadia & Baby Arcadia",,c25771377d7d558d7e9e25272b34b6deacec19cd,,,,,,,1994,Alternative,,,,,,,,,,DLM,,,
"Classic Board Games",,fa389b63d84ff7e3f6551b16656d3078d718a2a8,,,,,,,1990,Merit,,,,,,,,PDX,,,,,
"Classic Invaders",,3b70172770ee46fe594c3fbe4c6280c0fa140fda,,,,,,,1989,Supernova,,,,,"+1 Trilogy",,,,,,,,
"Clever & Smart",,82542a54216383d05b44c8056b744a7eb7de68b5,,,,,,,1988,"Magic Bytes",m3,,,,,,,"Silicon League",,,,,
Cliffhanger,,d103c8fb71908d4434ff0a02ed29fef1fba7dfed,,,,,,,1994,Psygnosis,,,,,"+28 DLM",,,PDY,,,,,
"Clik Clak",,d4e92e3b80851e0793add13bc3afd9d68ff0f720,,,,,,,1992,Idea,,,,,"+8 AFL",,,SCX,,,,,
Clockwiser,,e09870c45e9a8afdf34563ec18a2b28920e20e52,,,,,,"(Disk 2 of 2)",1994,Rasputin,,b,"b ootable",,,,,FLT,,,,,
Clockwiser,,d06ea45d02eef823a315b3ad2108190d91802fb8,,,,,,"(Disk 1 of 2)",1994,Rasputin,,,,,,,,FLT,,,,,
"Clou!, Der v1.0",,5dbc91859fb76b505f11ad5a9e14556f462d6195,,,"Der Clou!",,"Clou!, Der","v 1.0; (Disk 2 of 4)",1994/03/11,"Max Design",de,,,,,,,,bamcopy,,,,
"Clou!, Der v1.0",,c9d4abcde2ef903a7fd428563610b07c9047c368,,,"Der Clou!",,"Clou!, Der","v 1.0; (AGA); (DE); (Disk 2 of 5)",1994/03/11,"Max Design",,,,,,,,,,,,,
"Clou!, Der v1.0",,66aee43e522520b2d03ef3bc7e8919909c49069a,,,"Der Clou!",,"Clou!, Der","v 1.0; (Disk 3 of 4)",1994/03/11,"Max Design",de,,,,,,,,bamcopy,,,,
"Clou!, Der v1.0",,32fa91090e7109060cfbe79f4d48faa35351f0c8,,,"Der Clou!",,"Clou!, Der","v 1.0; (AGA); (DE); (Disk 3 of 5)",1994/03/11,"Max Design",,,,,,,,,,,,,
"Clou!, Der v1.0",,0fa201f55d1a85de26cd6416656b69b60650aa95,,,"Der Clou!",,"Clou!, Der","v 1.0; (AGA); (DE); (Disk 4 of 5)",1994/03/11,"Max Design",,,,,,,,,,,,,
"Clou!, Der v1.0",,2d82c637281a997c484c42ec861240e128feea31,,,"Der Clou!",,"Clou!, Der","v 1.0; (Disk 4 of 4)",1994/03/11,"Max Design",de,,,,,,,,,,,,
Clown-o-Mania,,d9ef8a94cb31ed4302d90991a41c31cd52ffeadb,,,,,,,1989,Starbyte,,,,,"+1 Conqueror - Zike",,,HZ,,,,,
"Clu Clu Land",,3b674b75ba0c5a18baebea474ccbf75ee54abbe3,,,,,,,1989,Courbois,,,,,,,,Supreme,,,,,
"Club & Country",,a45c3c8dfacc9f7228c67cb25a785da891cdde78,,,,,,"(Disk 2 of 2)",1995,B.O.M.S,,,,,,,,,,,,,
"Club & Country",,d972cd1f52bbb43895a1057467d106fb971720de,,,,,,"(Disk 1 of 2)",1995,B.O.M.S,,a,"a 3",,,,,,,HF,,,
"Club Football - The Manager",,f2b47aa455f2a3328fe4bf1ae7bf6d5fcd7bc915,,,,,,"(Disk 1 of 2)",1994,B.O.M.S,,a,"a bootblock",,,,,FLT,,,,,
"Club Football - The Manager",,211fc1eae047bd0b18b2226500d1f574d6a5e387,,,,,,"(Disk 2 of 2)",1994,B.O.M.S,,,,,,,,,,,,,
"Clue - Master Detective",,c2bcccba742d678a69a3462e0571e774c97e6327,,,,,,,1990,"Leisure Genius",us,,,,,,,,,,,,
"Clue!, The v1.0",,c5a46d80a7950f1af2ad2567a7970586a66cc1bf,,,"The Clue!",,"Clue!, The","v 1.0; (AGA); (Disk 5 of 5)",1994/03/11,Kompart,,,,,,,,,,,,,
"Clue!, The v1.0",,82edbcaa70f86c39c94e1a8017564dcec24c229e,,,"The Clue!",,"Clue!, The","v 1.0; (AGA); (Disk 1 of 5)",1994/03/11,Kompart,,,,,,,,PSG,,,,,
"Clue!, The v1.0",,99d988e8241897e1cec5619f1a2f7d9930806d3c,,,"The Clue!",,"Clue!, The","v 1.0; (Disk 1 of 4)",1994/03/11,Kompart,,,,,,,,PSG,,,,,
"Cluedo - Master Detective",,d0f80e399a8a484b9e35fb8ff13de4b92c387b37,,,,,,,1990,"Leisure Genius",,a,"a 1",,,,,"MWB - Ikari",,,,,
Cobra,,92ec2922ed2109393a057c997f70d4db555d4e67,,,,,,"(Disk 1 of 2)",1991,Bytec,,,,,,,,CPY,,,,,
Cobra,,52e355f86af3b8e3e1bd3e7e57a60c2dd7d18fd7,,,,,,"(Disk 2 of 2)",1991,Bytec,,,,,,,,CPY,,,,,
"Cogans Run",,05b22c85fd005b3aca3d1271ab8521656ce6f933,,,,,,,1987,Softgang,,,,,,,,,,,,,
"Cohort - Fighting for Rome",,1819ba577074b0d6b43ede0d779b5547edece192,,,,,,,1991,Impressions,m6,,,,,,,,,CLS,,,
"Cohort II - Fighting for Rome",,a37abbe63b56e2e45d6eeefba117b5ff62df234d,,,,,,,1993,Impressions,m4,,,,,,,,,TRSI,,,
"Colmena, La",,42c4a11f01c89d26e840301554e750348d03d57a,,,"La Colmena",,"Colmena, La","(Disk 2 of 3)",1992,Opera,es,,,,,,,,,,,,
"Colmena, La",,0d62e13f6545023ac6290b682a12f6478c86ccf8,,,"La Colmena",,"Colmena, La","(Disk 1 of 3)",1992,Opera,es,,,,,,,"The Magiam",,Tai-Soft,,,
"Colmena, La",,df311784d0b39d03554a0db4497b087505f4ebf9,,,"La Colmena",,"Colmena, La","(Disk 3 of 3)",1992,Opera,es,,,,,,,,,,,,
"Colonization v1.11",,cfcca322372cf6774e021b19c2e35ea5e5cbbcfb,,,Colonization,,,"v 1.11; (OCS-AGA); (Disk 2 of 3)",1995/05/31,MicroProse,,a,"a 2",,,,,,,,,,
"Colonization v1.11",,f8f95a4718e7f3cf2ef3067afcea086df6874c51,,,Colonization,,,"v 1.11; (OCS-AGA); (Disk 1 of 3)",1995/05/31,MicroProse,,a,"a 3",,,,,,,,,,
"Colonization v1.11",,e3475ec7d99998f984471dc2653b2edb76384a92,,,Colonization,,,"v 1.11",1995/05/31,MicroProse,m3,,"[save disk]",,,,,,,,,,
"Colonization v1.11",,6fc09f5b2a04e239c9e5647c3f65af000e2a9623,,,Colonization,,,"v 1.11; (OCS-AGA); (Disk 3 of 3)",1995/05/31,MicroProse,,a,"a 3",,,,,,,,,,
"Colony, The",,20871e4da34de80c2161efd85fa28d6c6273146b,,,"The Colony",,"Colony, The","(Disk 2 of 2)",1990,Mindscape,,a,"a 3",,,,,,,,,,
"Colony, The",,13ce646885bfb7015857110e9b8470e5d46f46f8,,,"The Colony",,"Colony, The","(Disk 1 of 2)",1990,Mindscape,,b,"b corrupt file",,,,,OCL,,,,,
Colorical,,f0b9472be57815c995910cd8555a60737cb841b7,,,,,,(es),199x,"MA Software",,,"[v Blizzard v1.0]; [AMOS]",,,,,,,,,,
Coloris,,51eb7939148ea377c011509d4ed1fdecfd4115ce,,,,,,,1990,Avesoft,,,,,,,,OCL,,,,,
"Colossus Bridge X",,a7adde5e3c9b0237777ff5597a595612556bac13,,,,,,,1992,CDS,,a,"a ka Colossus Bridge 4",,,,,,,Ministry,,,
"Colossus Chess X",,aed5032d9fceb163f5ad88aa890792474485b599,,,,,,,1989,CDS,m5,,,,,,,QTX,,,,,
Commando,,4838940a712b62a4977dc3b527f2b0af5cbff174,,,,,,,1989,Elite,,,,,"+3 Slipstream",,,QTX,,,,,
"Compact Disk #04",,17c51c99734ee46fa19d6f3939ea6d9c1a2ba8dd,,,,,,,19xx,"Defjam - CCS",,,"[Bone Cruncher only]",,,,,,,1,,,
"Compact Disk #10",,44fb4c6d5a4bb1f8ff0ab03ca962ffcd80da6d57,,,,,,,19xx,"Defjam - CCS",,,"[Bomb Jack only]",,,,,,,1,,,
"Compie #9",,6fbe083b794293a29274b23e6b88ded870b4e8b4,,,,,,,1989,Acidforce,,,,,,,,,startup-sequence,,,,
"Computer Scrabble De Luxe",,e029a7619815ac0e1a159591acc1380ffeebfaf1,,,,,,,1988,"Leisure Genius",,,,,,,,"TKT - BS1 - INA",,,,,
"Computer Third Reich",,220041750d788f01a3b6f3e6e10cb8a252b9c12c,,,,,,,1992,"Avalon Hill",,,,,,,,1,,,,,
"Conan the Cimmerian",,a7a76034759e41d7072fba612a52eb148d27c0d4,,,,,,"(Disk 2 of 4)",1991,Virgin,,a,"a 2",,,,,,,,,,
"Conan the Cimmerian",,d64f1ad5909f5515de893359610e26476019d8e9,,,,,,"(Disk 4 of 4)",1991,Virgin,,,,,,,,,,,,,
"Conan the Cimmerian",,c291294b68dcdc8dfb8997b7ecb7a5a28044d0b5,,,,,,"(Disk 3 of 4)",1991,Virgin,,,,,,,,,,,,,
"Conan the Cimmerian",,5c6db67e0fd160e2f2f81ab1372715fb353a0a67,,,,,,"(Disk 1 of 4)",1991,Virgin,,,,SR,,,,OCL,,,,,
"Conflict - Europe v1.00",,df5439ed0e351ee4b4ad45e6f660f7a72fd8bbce,,,"Conflict - Europe",,,"v 1.00",1989/07/06,PSS,,a,"a 1",,,,,ACC,,,,,
"Conflict - Korea v0.52",,92b313fd8d17e29a50160ec419db483d3bbf94a2,,,"Conflict - Korea",,,"v 0.52; (Disk 1 of 2)",1992,SSI,,,,,,,,QTX,,,,,
"Conflict - Korea v0.52",,7207fd0bcad6b60e47afe60e93f768cbe94b3a2d,,,"Conflict - Korea",,,"v 0.52; (Disk 2 of 2); (Scenario Disk)",1992,SSI,,a,"a 1",,,,,QTX,,,,,
Conqueror,,176cc2629ff0e6ed7df60bf3e5a8d2462882bf96,,,,,,(de-en),1990,"Rainbow Arts",,,,,"+1 ACU",,,QTX,,,,,
"Continental Circus",,40bb8560021a7602acd2c155dd6c9c54b529e4b3,,,,,,,1989,"Virgin Mastertronic",,,,,"+6 Conqueror - Zike",,,"MWB - Ikari",,TFS,,,
"Cool Croc Twins, The",,832f27c81bec103f0def4fd77bfe964e1d648a39,,,"The Cool Croc Twins",,"Cool Croc Twins, The",,1992,Empire,,,,,"+2 ATX",,,CSL,,,,,
"Cool World",,b5f4f21252e2f8e6f973b76e59134ef7b0412bad,,,,,,"(Disk 1 of 2)",1992,Ocean,,,,,"+10 Flashtro",,,Flashtro,,,,,
"Cool World",,1566304276aaf71debc6fe64e59e3573e707e5e3,,,,,,"(Disk 2 of 2)",1992,Ocean,,,,,,,,,,,,,
"Corona Magica, La",,f5df2dcf0a3796673f653e1a9a987cc3cff55cae,,,"La Corona Magica",,"Corona Magica, La",,1990,O.M.K.,es,,,,"+3 SKN",,,,,,,,
"Corporate Raiders",,65afbc4f9bb8a37ca1a03c0006b2b03fa35783cf,,,,,,,1990,"Twilight Games",,,,,,,,QTX,"2 bamcopy",,,,
Corporation,,fb8bd5733b6c0de53aeead7fa53b6235ed7a2400,,,,,,"(Disk 1 of 2); (Intro)",1990,Core,,,,,,,,SCX,,,,,
Corporation,,99e9cd7fa5ba2101ac1b0b7891077f4ae84eb9a1,,,,,,"(Disk 2 of 2); (Game)",1990,Core,,b,"b ootable",CLS,,,,SCX,,,,,
"Corruption v1.11",,2131e3231715ae1ea9a30b38ff2caa04b3c2dee0,,,Corruption,,,"v 1.11",1988,Rainbird,,,"[cp manual code]",,,,,,,,,,
Corsarios,,d9b7838e5ca1da917915f17ebcba92590a2c5974,,,,,,,1989,Opera,,,,,"+2 FLT",,,PNA,,,,,
Corsarios,,c0d63f66ac7525a91014fa6c6ae45756ae5f59f2,,,,,,,1989,Opera,,,,PNA,,,,PNA,,,,,
Corx,,d900391f15dc2959279eada54e112ab81dc15e17,,,,,,,1992,Starbyte,,,,,"+7 FSN",,,SR,,,,,
"Cosmic Spacehead",,6af95225ba1b58f04ed5c3a0a05f5e3eba1eb411,,,,,,"(Disk 1 of 2)",1993,Codemasters,m4,,,,"+1 MST",,,PDX,,,,,
"Cosmic Spacehead",,d9edec25fe773270421c27dd1a1af6f4ad88b059,,,,,,"(Disk 2 of 2)",1993,Codemasters,m4,a,"a 3",,,,,,,,,,
"Cosmostruction - A Space Game of Skill and Strategy",,1cd3a70dffd180e297ad67a19d8b12407e0984dc,,,,,,,1991,"Empire Graphics",,,,,,,,,,SR,,,
"Count Duckula",,694fc1fd9ba4217d0e89367142c7a721a6e50d16,,,,,,,1990,Alternative,,,,,"+6 Flashtro",,,Flashtro,,,,,
"Count Duckula II Featuring Tremendous Terence",,57425a9550c9e4b8434a874651597f3d5df98154,,,,,,,1992,Alternative,,b,"b checksum error",,"+2 Palace",,,,,QTX,,,
"Cover Girl Strip Poker",,b6135e2009fe06bfc684bb5ed79a3e5963a03837,,,,,,"(Disk 2 of 3)",1991,"Emotional Pictures",dk,,,,,,,,,,,,
"Cover Girl Strip Poker",,dcadae0f5ed4a587a96b68e0288d5c884bb1ec12,,,,,,"(Disk 3 of 3)",1991,"Emotional Pictures",dk,,,,,,,,,,,,
"Cover Girl Strip Poker",,3d4a43e116f5cc200ada00538d25ad1935a4e6d5,,,,,,"(Disk 1 of 3)",1991,"Emotional Pictures",m5,b,"b dump",,,,,,,,,,
"Craps Academy",,994c02dd18e04d2a477d10640fd8b269e8b124a2,,,,,,,1988,MicroIllusions,,,,,,,,,,OCL,,,
"Crash Garrett",,991f9a299edc96b826a82773deb6bcc1d5212f52,,,,,,,1988,Infogrames,,,,,,,,,,,,,
"Crash Landing",,4c1e36861fb42db819719c70ca182accf8e87b06,,,,,,,1992,Codemasters,,,,,"+3 Supplex",,,SCX,,SKN,,,
"Crazy Cars",,727be3cdf715adc84fb4055ff58403a9b6508bec,,,,,,,1988,Titus,,a,"a 1",,,,,,,,,,
"Crazy Cars II",,92c5bab7a5e2bf6ceb32dcb658bdf3cb21c4d6a0,,,,,,,1989,Titus,,,,,"+1 Band",,,QTX,,,,,
"Crazy Cars III",,83777742b4b27ad01679c842c04436dc5fb4ba10,,,,,,"(Disk 2 of 2)",1992,Titus,,a,"a 1",,,,,,,,,,
"Crazy Cones",,2ece642f2b2ef59ff5857e6832fec71411e5ff83,,,,,,,1992,Dakamar,,,,,"+13 PSG",,,SR,,,,,
"Crazy Seasons",,24d6eabe6a47614e0b21fada65ec92d4d43bce80,,,,,,"(Disk 2 of 2)",1992,Idea,,b,"b dump",,,,,NMS,,,,,
"Crazy Seasons",,07957be2c9e04cc6bd89fb2e77f067afccfa500c,,,,,,"(Disk 1 of 2)",1992,Idea,,,,,"+9 Atlantis",,,NMS,,,,,
"Crazy Shot",,af34a53c47bcb4576344adc6c65cb930302c173d,,,,,,,1989,Loriciel,,,,,,,,PNA,,,,,
"Crazy Sue",,d22734c02c0408c10c05b6a9a0df166c23a4886b,,,,,,"Copyright Public Domain",1991,"Jumpshoe, Hironymous - Oakenshield, Thorin",,,,,"+5 NRG",,,"Angels - Genesis",,,,,
"Crazy Sue...Goes On",,d0fa114221403b0ae70678b509543cb7eeee5e7e,,,,,,"Copyright Public Domain",1992,"Jumpshoe, Hironymous",,,,,"+16 Flashtro",,,,,,,,
Creature,,ffb802fb5e0f0b5f28f86b457ac8619ff3d5d248,,,,,,"(Disk 2 of 2)",1989,Actionware,,,,,,,,QTX,,,,,
Creature,,91f7b9288dabe2d93d0391ac2550928ea400bce3,,,,,,"(Disk 1 of 2)",1989,Actionware,,,,,"+5 CLS - Zelnik",,,QTX,,,,,
Creatures,,1dd8a048b4da891605dc2660b55b05ed55efcf9c,,,,,,"(Disk 1 of 2)",1993/02/08,Thalamus,,,,,"+21 UP",,,CSL,,,,,
Creatures,,324c999a53d72440d3bfbb6d900d170023ab5241,,,,,,"(Disk 2 of 2)",1993/02/08,Thalamus,,,,,,,,CSL,,,,,
"Cribbage King & Gin King v1.02",,8c499b0a9ac5eab54d623c0625a0d95a5b197960,,,"Cribbage King & Gin King",,,"v 1.02",1990,"Software Toolworks, The",,,,,,,,PNA,,ACU,,,
"Cricket Amiga",,ee7afbc5630139b71b45a819a2893bb4745fed9c,,,,,,,1991,Pactronics,au,,,,,,,Mystix,,,,,
"Cricket Masters",,80502bf0b0b584d6d0c99a606d9d61878ffea5b2,,,,,,,1993,ESP,,,,,,,,,,PDX,,,
"Crime City",,14a427d0ce9d51d0241ad88123be00760807de40,,,,,,,1992,Impressions,,,,,,,,,,SR,,,
"Crime Does Not Pay",,784ecf9ef04a15ac4d94b54a43d8af36ab46565f,,,,,,,1991,Titus,m5,,"[v TRG Virus Loader]",,,,,QTX,,,,,
"Crime Time",,b69406c21a2dce758c3361c020ab39f332a34e09,,,,,,"(Disk 2 of 2); (Game)",1991,Starbyte,,b,"a 1; b ootable",,,,,CLS,,,,,
"Crime Wave",,b81783709f5ba135ad705612519e42415478d76e,,,,,,"(Disk 2 of 2)",1990,"U.S. Gold",,,,,,,,,,,,,
"Crime Wave",,f4f988d2abdadd6150a700b8584825bb99a7f48c,,,,,,"(Disk 1 of 2)",1990,"U.S. Gold",,,,,"+4 AGL",,,AGL,,,,,
"Crimson Crown",,ea2a33090234edea1e4818e718264b816d6d09f1,,,,,,,1986,Polarware,us,,,,,,,,,,,,
