"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,16fac9f7a0fa19aa6a0b93b4f226669a703604d6,@,@,"Chuck Rock",@,"","","1993","Core Design - Sony","us","b","b 2","","","","","","",""
@,,1749921a6a6acac556557874f5b09cade51282cf,@,@,"Metal Gear Solid",@,"","(M5)","2000","Konami","eu","b","b 2","","","","","","",""
@,,1c273f9078c580e85e5c49e7114058f3e0fe5cca,@,@,"Keitai Denjuu Telefang - Speed Version",@,"","","2000","Natsume - Smilesoft","jp","","[Nintendo Game Boy Compatible]","","","","","","",""
@,,1c856ee90928681e4f3a6c902e3a9f22d4fa626f,@,@,"Bionic Commando",@,"","","1992","Capcom","us","b","b 1","","","","","","",""
@,,1e0390d456066b9fbe1faff5f7404d4593a2b839,@,@,"Zoop",@,"","","1995","Viacom","us","","","","","","","","",""
@,,21cb8b3ae642d95b6cac071a4f7b6c33818f3a88,@,@,"Batman - Return of the Joker",@,"","(en)","1992","Sunsoft","jp","b","b 1","","","","","","",""
@,,2266499cfa10351b23fefd2216308867d1f1558b,@,@,"Metal Gear Solid",@,"","","2000","Konami","us","","","","","","","","",""
@,,23221b7c4a8e8b38fb1044b2c9cc7d795795ca66,@,@,"Battletoads Double Dragon - The Ultimate Team",@,"","(en)","1993","Rare - Tradewest","eu","b","b 3","","","","","","",""
@,,24cac6ab0151b33d2b1fd06ee01931802fb98267,@,@,"Evel Knievel",@,"","","1999","Rockstar - Tarantula Studios","us","","[Nintendo Game Boy Compatible]","","","","","","",""
@,,274a8762dcdbd0776c1fdbd7399ed8971cf89181,@,@,"Battletoads Double Dragon - The Ultimate Team",@,"","(en)","1993","Rare - Tradewest","eu","b","b 2","","","","","","",""
@,,29998af1833e51f481de2c0fa92e61b232093847,@,@,"Incredible Crash Dummies, The",@,"","","1992","LJN - Software Creations","us","b","b 3","","","","","","",""
@,,2aa045dfeb707de8cf9224e0edc0de84f3bf023f,@,@,"Alfred's Adventure",@,"","(M5)","2000","Mobius - SCi","eu","","","","1","","","","",""
@,,2f7854cfc227ecc395551ea4c0b62256f0757514,@,@,"Animal Breeder 4",@,"","","2001","J-Wing","jp","","","","","","","","",""
@,,345a332175f58304f91111a13b770662e5ea92c3,@,@,"Batman - Return of the Joker",@,"","","1992","Sunsoft","us","","","","","","","","",""
@,,39075d233ec63ac7a5a854d33ec37987644a7b6b,@,@,"Zoop",@,"","","1995","Viacom","us","b","b 1","","","","","","",""
@,,40c7118f02620d0a44c58e76d5558057af925764,@,@,"Chuck Rock",@,"","","1993","Core Design - Sony","us","b","b 4","","","","","","",""
@,,4514252b66f11a2adeeee375ce3787db6e831207,@,@,"Bionic Commando",@,"","","1992","Capcom","us","b","b 8","","","","","","",""
@,,45482a44ce0cdfa33fc58a8a8afe2d7284dfa498,@,@,"Probotector",@,"","(en)","1991","Konami - Palcom","eu","","","","","","","","",""
@,,47391ca3d68c41a627e1bb5cf987425ce391abf0,@,@,"Keitai Denjuu Telefang - Power Version",@,"","","2000","Natsume - Smilesoft","jp","","[Nintendo Game Boy Compatible]","","","","","","","1"
@,,488bff9c4cee9e692a05b3938fd7b2014e743eac,@,@,"Metal Gear Solid",@,"","(M5)","2000","Konami","eu","","","","","","","","",""
@,,4a3e7eb0edaefec096baa0019b3cba28b4796689,@,@,"Alien 3",@,"","(en)","1992","BITS - LJN","jp","","","","","","","","",""
@,,4ce18b382b2ce2ab387992bd953bfd8a3b312b9d,@,@,"Waterworld",@,"","(en)","1995","Ocean","eu","","","","2","","","","",""
@,,4ddb1d66d909d453374bd195a4a7dbe328ed41be,@,@,"Zoids - Jashin Fukkatsu! Genobreaker Hen",@,"","","2000","Tomy","jp","","[Nintendo Game Boy Compatible]; [Nintendo Super Game Boy Enhanced]","","","","","","",""
@,,4ed31ec6b0b175bb109c0eb5fd3d193da823339f,@,@,"Nintendo Game Boy BIOS",@,"","","1989","Nintendo","@","","","","","","","","",""
@,,4f3601d34d5f0a8df00f7b9f5dce35a107193ea5,@,@,"Zettai Muteki Raijin-Oh",@,"","","1991","Tomy","jp","","","","","en","","","",""
@,,50d9c00fad01c962a1fe8e7b4a72633c7b2ebc97,@,@,"2560 Colors Simultaneously! Demo",@,"","(PD)","1999","Icarus Productions","@","","","","","","","","",""
@,,51e29fc325cbe1c0c5e90d28dbe1de0b22d213ad,@,@,"Metal Gear Solid",@,"","","2000","Konami","us","","","","","zh","","","",""
@,,56d725d506b5f1646abb4c203e95ce9356da68c8,@,@,"Driver",@,"","","2000","Crawfish Interactive - Infogrames - Reflections","us","a","a 1","","","pl","","","",""
@,,57ed95e2164b1edc3c2c4c38a67e033501094573,@,@,"Keitai Denjuu Telefang - Power Version",@,"","","2000","Natsume - Smilesoft","jp","b","b 1; [Nintendo Game Boy Compatible]","","","","","","",""
@,,5a834e0dc81703906eb441555e1aa31de22d39d6,@,@,"Battletoads Double Dragon - The Ultimate Team",@,"","(en)","1993","Rare - Tradewest","eu","","","","","","","","",""
@,,5c1b1af8e70cd23f5f72848d03fcc56869d18be7,@,@,"Zool",@,"","","1993","GameTek - Gremlin","us","","","","","","","","",""
@,,5c2aa5eb09ae54be32ae8de2f5833e94c71333cc,@,@,"Alien 3",@,"","","1992","BITS - LJN","@","b","b 2","","","","","","",""
@,,5d6016b605ea22901150bc5735bc13ba64aaf3c6,@,@,"Zoids Densetsu",@,"","","1990","Tomy","jp","","","","","","","","",""
@,,601453f98ba7d92ebe71f3e86952a584cbea090c,@,@,"Chuck Rock",@,"","","1993","Core Design - Sony","us","","","","","","","","",""
@,,60f6956a9e7890fddf50d8e472405bfd589cb924,@,@,"Alien 3",@,"","","1992","BITS - LJN","@","b","b 3","","","","","","",""
@,,6269ca535eea41f4bcfef99f512f435daf06c6e3,@,@,"Zettai Muteki Raijin-Oh",@,"","","1991","Tomy","jp","","","","","","","","",""
@,,627d90569e35883989abae23d394ef8a317ce86e,@,@,"Alien 3",@,"","","1992","BITS - LJN","@","b","b 4","","","","","","",""
@,,64e9e1bfe550affa5c53b89bad0d1a7bfec4641f,@,@,"Lamborghini American Challenge",@,"","","1993","Titus","us","b","b 2","","","","","","",""
@,,659816492ab876e593ff36421afbe85a0fdb8cf7,@,@,"Probotector",@,"","(en)","1991","Konami - Palcom","eu","b","b 2","","","","","","",""
@,,66fd3c331d4e284d90d3b7235b3362e7f62cd1db,@,@,"Bionic Commando",@,"","","1992","Capcom","us","b","b 4","","","","","","",""
@,,68379c2300336a75298d035a36745cb772d238cd,@,@,"Incredible Crash Dummies, The",@,"","","1992","LJN - Software Creations","us","","","","1","","","","",""
@,,69e8cf0735a76b9977e10902cd22882de45386c3,@,@,"Thing",@,"","(PD)","2014","Krapivin, Dmitry","@","","","","","","","","",""
@,,6b68bbc1ecd411d7df4a3868d3c656193ed85b6b,@,@,"Mega Man IV",@,"","(en)","1993","Capcom - Laguna","eu","","","","","es","","","",""
@,,6c1e73241752b280a63672d7bcde8de0a9174a05,@,@,"Bionic Commando",@,"","","1992","Capcom","us","b","b 2","","","","","","",""
@,,6c40518245d29e4154c5d35606aa3f215de0795b,@,@,"Alfred's Adventure",@,"","(M5)","2000","Mobius - SCi","eu","","","","","","","","","1"
@,,6dc383eb81f462fdb39c89a133191205f25b8dcf,@,@,"Turok 2 - Seeds of Evil",@,"","(M4)","1998","Acclaim - Bit Managers - Iguana Entertainment","us","b","b 2; [Nintendo Game Boy Compatible]","","","","","","",""
@,,6df1086910ae33d6a699df3ad428b901ab851bb4,@,@,"Zool",@,"","(en)","1993","Gremlin","eu","","","","","","","","",""
@,,6e0573a21d55cb4df1ccf513d53be44557a85892,@,@,"Bionic Commando",@,"","","1992","Capcom","jp","","","","1","","","","",""
@,,6e98a1076a51e4a5e263a1582af50a4cc4cac557,@,@,"Bionic Commando",@,"","","1992","Capcom","jp","b","b 1","","","","","","",""
@,,6f0901db2b5dcaace0215c0abdc21a914fa21b65,@,@,"Mega Man IV",@,"","","1993","Capcom","us","","","","","","","","",""
@,,71ad79daba5c9681f34533a2767da58bf42918b7,@,@,"Alien 3",@,"","","1992","BITS - LJN","@","","","","1","","","","",""
@,,779f81b654c030c13732660fb115e1a6428aa0a9,@,@,"Chuck Rock",@,"","","1993","Core Design - Sony","us","b","b 6","","","","","","",""
@,,7a50fdf0b8ad15556c933df0657fae0a2cd8bc92,@,@,"Gradius - The Interstellar Assault",@,"","","1991","Konami","us","","","","","","","","",""
@,,7bb55843b9f399af468fe5cea677934cc1dcd034,@,@,"Chuck Rock",@,"","","1993","Core Design - Sony","us","b","b 8","","","","","","",""
