"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,a5e15a4d159b739718b49abbb9fde36f1a216bbb,,,"Kamen Rider Black: Taiketsu Shadow Moon",,,,1988/04/15,Bandai,@,a,"a 1; BAN-BLA",,,,,,,,,,,
"Legend of the Ghost Lion",,a5e19ed0961a2cf7b4a21f3eadaaa0318ec54618,,,"White Lion Densetsu: Pyramid no Kanata ni",,,,1989/07/14,Kemco,jp,,,,,,,,,,,,,
"Tecmo Super Bowl",,a5e6c844791e0f38bc3c3c2ebcca92a4fe4c412e,,,"Tecmo Super Bowl 1993",,,,200x,SBlueman,us,,"Tecmo Super Bowl, older version",,,,,,,1,,,,
"Famicom Wars",,a5e7476d89f9e1437da8e930a4fdc71582fb495c,,,,,,"J; b2",,,,,,,,,,,,,,,,
Rygar,,a5ebcab38f29cac3b743b86093e9d7ab1c4bef38,,,,,,"v revPRG1",1987/07,Tecmo,us,,100%,,,"pt BR Games",,,,,,,,
RoboCop,,a5ecc38f0c6b7b94ab50402dac3371d15f1def3e,,,,,,"U; T+Fre_terminus",,,,?,,,,,,,,,,,,
"Flying Dragon: Secret Scroll",,a5f1a08a9b7edee6f3874177b9573e15f9249d50,,,"Hiryuu no Ken: Ougi no Sho",,,,1987/02/14,"Culture Brain",jp,a,"a 1",,,,,,,,,,,
"Super Mario Bros.",,a5f6781d406e879106649ce856a0e8578fbe477e,,,"Super Odd N Crappy Mario Bros",,,"SMB1 Hack",,,,,,,,,,,,,,,,
@,,a5f94a00d48f370cbcc68e28bc6b16de7a495388,,,"Tecmo Super Bowl: TE Season 5 Week 04",,,,200x,"Tecmo Elite",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Teenage Mutant Ninja Turtles",,a5f9a08f40fe6ad783f4dbf868375573d6dca974,,,,,,,1989/06,"Ultra Soft",us,b,"b 7",,,,,,,,,,,
"Tecmo Super Bowl",,a5fd159e73424a69a06c063b831a39a8c274e9c7,,,"Tecmo Super Bowl 2006-2007",,,,2007/02/02,"Randy Moss",us,,"Tecmo Super Bowl",,,,,,,1,,,,
@,,a5fd61e12d17218df1a06f3e15f27cb513f6b7f8,,,"Yume Koujou Doki Doki Panic",,,,1987/07/10,"Fuji TV - Nintendo",@,@,FCG-DRM,,,"en Vice",,,,1,,,,
"Day Dreamin' Davey",,a5fdbba4b989e85cd6cee6463ff14c6cacdd0f65,,,,,,,1992/06,"Hal America",us,b,"b 1",,,,,,,,,,,
"Dragon Warrior",,a60158299be55232c24a3595b610704e830953ad,,,"Dragon Warrior by CRTJ",,,Hack,,,,,,,,,,,,,,,,
"Herakles no Eikou II: Titan no Metsubou",,a6020bb723ea38c25ab6117082ac9aae7188a22a,,,"Herakles no Eikou 2: Titan no Metsubou",,,,1989/12/23,"Data East",jp,,"enlarged rom",,,,,,,1,,,,
@,,a605d59a4fecae246b51b1f400be7ae51bb2a197,,,"Hikaru Genji: Roller Panic",,,,1989/03/20,"Pony Canyon",@,@,PNF-GEN,,,,,,,,,,,
"Final Lap",,a60659feda8cd9f09b7b1fed76ec51b9a0581f49,,,,,,,1988/08/12,Namco,jp,,,,,,,,,,,,,
@,,a609821bf63ae62cabf180d90205f27af0efab31,,,"R.B.I. Baseball 2004 Playoff Teams: Fixed",,,,2004/10/07,Scroop,us,@,"R.B.I. Baseball",,,,,,,1,,,,
"Super Mario Bros.",,a60a7174db56c1763b11680ac3edefe97e414c73,,,"Dragon Warrior Mario",,,"SMB1 Hack",,,,,,,,,,,,,,,,
"Disney's Chip 'n Dale: Rescue Rangers 2",,a60ba28aca558fe3527d46b0df33bdd038d4c635,,,,,,,1994/01,Capcom,us,,,,,,,,,,,,,
"Circus Caper",,a60bd7004298ef067d914b4a43494768c4b57dcb,,,,,,,1990/07,"Toho Co. Ltd.",us,b,"b 2",,,,,,,,,,,
"Venice Beach Volleyball",,a61686f8179e9df9126816f5d2150c6a2ab8cde7,,,,,,,199x,,us,,"Mapper 3",,,,1,,,1,,,,
"Jajamaru no Daibouken",,a6173bb6dba4fbcb3475e8a786a16a56348e5c84,,,,,,"J; !",,,,?,,,,,,,,,,,,
"Rainbow Islands: Story of Bubble Bobble 2 {Taito}",,a61acb05a3a1c2ae0a1f526eb0806c1426805502,,,"Rainbow Islands: The Story of Bubble Bobble 2 {Taito}",,"Rainbow Islands - Story of Bubble Bobble 2 {Taito}",,1988/06/26,Taito,jp,!,,,,,,,,,,,,
@,,a61de7fe97a7a36e323bb27309a4ca293d3d2b5f,,,"Tecmo Super Bowl: STL Season 1 Week 02",,,,200x,"Sois Tecmo League",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Kirby's Adventure",,a622c304b45017b5627c37949beb1a0e88c49b99,,,,,,"v revPRG0",1993/05,Nintendo,us,b,"b 6",,,,,,,,,,,
Popeye,,a623c9ca744a179e23da86b851c1bd30bdba2ccb,,,,,,"v revPRG0",1983/07/15,Nintendo,"jp,us",b,"b 1",,,,,,,,,,,
"Tecmo Super Bowl",,a624a98db3646653e1a26dcbc9dbb63e41bbc947,,,"High Speed Tecmo League S4 Week 03",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
Contra,,a6263689727abf7c78c344d40d9f65ebdd1f90de,,,,,,,1988/02/09,Konami,jp,b,"b 3",,,,,,,,,,,
"Metal Slader Glory",,a62908e4873cf88f4a3c571c2b06d3d7c51e7450,,,,,,,1991/08/30,"HAL Kenkyuujo",jp,,,,,,,,,,,,,
"Kabuki: Quantum Fighter",,a62ae2b6ef04169ff435bba61831e843833899d5,,,"Jigoku Gokuraku Maru",,,,1990/12/21,"Pack-In Video",jp,,,,,,,,,,,,,
"Target: Renegade",,a62b8fd0c18ec11f7d57402951715c49b55961bf,,,,,,,1990/03,"Taito Software",us,b,"b 2",,,,,,,,,,,
"Venus Wars: Back the City ·Io·",,a63592ecf9cf6be7270dd7b315b718f6fd3a2721,,,"The Venus Wars: Back the City ·Io·",,"Venus Wars - Back the City ·Io·",,1989/10/14,Varie,jp,,,,,,,,,,,,,
"Code Name: Viper",,a63a0cd26b3c7afa0452f48d238ae3ab5f1612cd,,,"Ningen Heiki: Dead Fox",,,,1990/02/23,Capcom,jp,,"enlarged rom",,,,,,,1,,,,
@,,a63d4e600135cffcb7a2e49603fbd166f64358b9,,,"Tecmo Super Bowl: TCS Season 5 Week 00: PreSeason",,,,200x,"Tecmo Championship Series",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Yume Penguin Monogatari",,a645a3c367c7e147c0ef34fea73ab5572b396e78,,,,,,,199x,,jp,u,"b 1; u 1",,,,1,,,,,,,
"Silent Service",,a64708c747de2a718e41d2e0be0cc1f46cad0688,,,,,,"v revPRG1",1989/12,"Ultra Soft",us,b,"b 1",,,,,,,,,,,
Crystalis,,a64aae778a32cbd95033d1a94eb2792eaee66647,,,,,,,1990/07,SNK,us,,v1.00,,,"ru Shedevr",,,,,,,,
"Door Door",,a652cad9bfab5f1738bd0ae1aad7e023c399107b,,,,,,"J; b5",,,,,,,,,,,,,,,,
"Super Spy Hunter",,a657c655dc464833f8c6b83d8a99cc92d8faf9bc,,,,,,"U; t3",,,,?,,,,,,,,,,,,
"Star Force",,a65cd9523b7fc31a7a30716ca1b4db6a864870df,,,,,,,1985/06/25,Hudson,jp,,"v.20051222, older",,,"zh MS emumax",,,,,,,,
"Secret Ties",,a660792f0f05b84ed76b21fcb2b2586f239cf023,,,,,,"Language proto",1992,"Vic Tokai",us,,,,,,,,,,,,,
@,,a6671ece642c03fbf6c707a0777011dcac17765b,,,"Samurai Sword",,,,1988/11/15,Capcom,@,b,"b 1; CAP-SMU",,,,,,,,,,,
"Bill Elliott's NASCAR Challenge",,a677abfc4fa5ddd76092e41ae02cf3fd7eb05f9b,,,,,,,1991/04,Konami,us,,,,,,,,,,,,,
"Nangoku Shirei!!: Spy Vs Spy",,a677b1978ea5c72cb836417cc2fbd56c36e3eaea,,,,,,,1987/03/27,Kemco,jp,,,,,,,,,,,,,
"Robo Warrior",,a67d15dfc5d5968be09a1be2852ef53bde5bd33a,,,RoboWarrior,,,,1988/12,Jaleco,us,,"iNES title",,,,,,,Vimm,,,,
"Freedom Force",,a6937a6c81d71051023817b6a3c5a38ffea65d4e,,,,,,VS,,,,?,,,,,,,,,,,,
"Ikari III: Rescue",,a69402c30ca59a0b523aad59c01454eb6cdfcaae,,,"Ikari Three",,,"J; o1; t2",,,,?,,,,,,,,,,,,
"Balloon Fight",,a6952ae61e41b057cd79b94f7a3d2c18f087278b,,,,,,,19xx,,,,,,,,1,,,,,,,
"Atlantis no Nazo",,a695b9bb3ed2eff0250e84bad46d81968ff9d9ce,,,"Mario's Treasure Hunt v1.0 English by Googie",,,"Atlantis no Nazo Hack",,,,,,,,,,,,,,,,
@,,a6988d75fc1411dec86afc9cd1323020ff2caf17,,,"Tecmo Super Bowl: STL Season 10 Week 00: PreSeason",,,,2006,"Sois Tecmo League",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
@,,a698b41174b86349cddce043a941b8ac3d07ccb4,,,"Super Sprint",,,,1989,Tengen,us,b,"b 9",,,,,,,,,,,
"R.B.I. Baseball",,a69bc8ac50ececb005e36e94862795f69ba33545,,,,,,,1988,Tengen,us,!,,,,,,,,,,,,
"Monster In My Pocket",,a6a19b8edcf66ac3bec3a27691f567b3ee8cf1d1,,,,,,,1992/01,Konami,us,,"iNES title",,,,,,,Vimm,,,,
"Silk Worm",,a6a1b6977fbb15dec4c79d83716b7f3d7883cf7d,,,UFO,,,"Silkworm Hack",,,,,,,,,,,,,,,,
"!Multi-Game Pirate Carts",,a6a642fefec9ae5569618f383adddf84c6bfd779,,,"9 in 1: Ninja Cat",,,,19xx,,xa,,,,,,1,,,,,,,
"World of Card Games",,a6a7235c12c0e1d96677a60cec1e18b9b54a3833,,,"Boku Koku Shuu Kin: The World of Card Game",,,,1990,Sachen,tw,,TC-012,,,,1,,,,,,,
@,,a6a870403c04c523c9dc53b4a68cfe0997d357f6,,,"Zelda no Densetsu: The Hyrule Fantasy",,,,1986/02/21,Nintendo,@,a,"a 2; FMC-ZEL",,,,,,,,,,,
Armadillo,,a6ba5e953a27bf5cc1330dc488295fd3173ea093,,,"Super Mario Bros IV",,"Super Mario Bros 4",,199x,IGS,xa,,,,,,1,,,,,,,
"Battle City",,a6bb1a8b77c54d366dd03c425c6fe2343190ae7d,,,"Battle City 2",,,"Warpman Hack",,,,?,,,,,,,,,,,,
"Super Mario Bros.",,a6c5f702e6b8ef2ce1b35540099ea9a437a5d6d7,,,"Challenge Lift 2",,,,200x,MHS,jp,,"Super Mario Bros. no title",,,,,,,1,,,,
"Clash at Demonhead",,a6cbae88fb7dab37601a6f2cdc764df6c1d68fb8,,,,,,,1990/01,"Vic Tokai",us,,"iNES title",,,,,,,Vimm,,,,
"Binary Land",,a6d3ee9010531c3fc1f9ea2dfb1fee8ecf8943f2,,,"Puffy Land",,,,2000,Rinkaku,jp,,"Binary Land",,,,,,,1,,,,
"Donkey Kong",,a6d529fafc89ea333c185ceadce7e466c316b314,,,,,,"v revPRG1",1987,FMG,jp,o,"o 1",,,,1,,,,,,,
"Action 52",,a6da2b5061156ed0a15d1e5dcf3d7cc0bfe9a993,,,,,,,1992/05,"Active Enterprises",us,b,"b 1",,,,1,,,,,,,
"Mahjong Taisen",,a6da2ef1288d28b5183e342cc5991cc10a80ebcf,,,,,,,1992/05/20,"Nihon Bussan",jp,,,,,,,,,,,,,
"Blue Marlin",,a6dcc3df45848573672e38122dcd604d82c1eece,,,"The Blue Marlin",,"Blue Marlin",,1992/07,"Hot-B USA",us,b,"b 1",,,,,,,,,,,
"Chuuka Taisen",,a6e05e32d8071fba1a202e30fd9609b3dd83e4be,,,,,,"J; t3",,,,?,,,,,,,,,,,,
"Mario Bros.",,a6f3b167d14af74764127cc8763c516c360fa97b,,,"Afro Mario Bros",,,"Mario Bros Hack",,,,,,,,,,,,,,,,
"Rockin' Kats",,a6f785bd98efa1bd9f8a7abe2bd56eaba839e3e9,,,,,,,1991/09,"Atlus Software",us,,v1.0-1999,,,"pt CBT",,,,,,,,
"Totally Rad",,a6ff464fe6a2871bc6b8fdb3195081ed6da0b2b5,,,,,,,1991/03,Jaleco,us,,v1.1,,,"pt BR Games",,,,,,,,
Punch-Out!!,,a700265db724142d1eacb7937d69c144f39db384,,,"Mike Tyson's Punch-Out!!",,,PC10,,,xw,b,,,,,,,,,,,,
"Air Demo",,a701f72885cba98b739a649d7f47e6a9332572c5,,,"Air Demo MMC5",,,"Copyright Public Domain",2005/09/18,KZ-S,,,,,,,,,,,,,,
"Donkey Kong 3",,a702d3fc607f975ae9708340155f9101f43d9056,,,,,,,1987,FMG,jp,,,,,,1,,,,,,,
"Teenage Mutant Ninja Turtles",,a703e8bbe677c05727918d2b4c65b2909685df17,,,,,,,1989/06,"Ultra Soft",us,,v.20001213,,,"sv The Translators",,,,,,,,
"!Public Domain",,a704fb28b62338671178995c18ce98b9eb7b3d57,,,"Tetramino v0.30 PAL",,,"Copyright Public Domain",2006/05/27,"Yerrick, Damian",,,,,,,,,,,,,,
"Tecmo Super Bowl",,a70c9d583de171b820c198c90538be8dc156c0e4,,,"Online Tecmo Football League S10 ATL-PHI Week 9",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Hogan's Alley",,a70f09a3163b8c967c03db8c20005c828836cc4d,,,,,,,1984/06/12,Nintendo,,,,,,,,,,,,,,
"Ninja Gaiden: Episode III: Ancient Ship of Doom",,a70f8a43620feb698044a89eea28679660619114,,,"Ninja Ryukenden III: Yomi no Hakobune",,"Ninja Ryukenden 3 - Yomi no Hakobune",,1991/06/21,Tecmo,jp,,v.20030314,,,"zh TPU",,,,,,,,
"Karaoke Studio",,a719c4bb927dc6ab2071ec51ff9a17d56c4c6e8b,,,,,,,1987/07/30,Bandai,jp,,,,,,,,,romrom,,,,
"Tecmo Super Bowl",,a71b010e150c431483c24156710bcd5da6a1ceac,,,"Coaching Institute of America S1 Week 00: PreSeason",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Super Contra X",,a71ca9f52047908286b6ed9c74629753ade9d186,,,,,,"Unl; t1",,,,?,,,,,,,,,,,,
"Ninja Jajamaru-kun",,a7209e52c56dd31d1bec17291be8889ba98b9af7,,,"Ninja Jajamaru Kun",,,,1985/11/15,Jaleco,jp,,,,,,,,,,,,,
"Mighty Bomb Jack",,a723e9c36f24a23b9d64c4ea2e6e61586f4f02c7,,,,,,"U; !",,,,?,,,,,,,,,,,,
"Zelda II: Adventure of Link",,a724d3a843f9aff3f4d8452a4c79ccaa1be185aa,,,"Zelda II: The Adventure of Link",,"Zelda 2 - Adventure of Link",,1988/12,Nintendo,us,u,"a 1; u 1",,,"es Hyrule Knight",,,,,,,,
@,,a72c218696d61f36ea51d3d6074b025284caa796,,,"Tecmo Super Bowl: TE Season 6 Week 07",,,,2006,"Tecmo Elite",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Tecmo Super Bowl",,a72dd881291146bd10898b86d2e7cbec6d652845,,,"Tecmo Super Bowl: HSTL Season 11 Week 13",,,,2006,"High Speed Tecmo League",us,,"Tecmo Super Bowl",,,,,,,1,,,,
"Galaga: Demons of Death",,a72f94969a85f823f29d5d1cabe8cc2aae2fb17a,,,Ka,,,,2001,Rinkaku,jp,,Galaga,,,,,,,1,,,,
"Mississippi Satsujin Jiken",,a72fecb7df50aa6ee8760c7de53b84dcad6760c2,,,,,,,1986/10/31,Jaleco,jp,,"mapper 34",,2,,,,,1,,,,
"Swords and Serpents",,a737d3984b88328a5d5f9709547b931f99e3f32d,,,,,,,1990/08,Acclaim,us,u,"u 1",,,,,,,,,,,
"Super Mario Bros. 2",,a746a92ea308c874a9aa42a0372a8870ebfa10cf,,,"Super Pikachu World",,,,200x,PRTranslations,,,"Super Mario Bros. 2 Rev PRG1",,,,,,,1,,,,
"Deja Vu",,a7497b99d0dafa0816b652d0fdfba7a50421677d,,,"Déjà Vu",,"Deja Vu",,1990/12,Seika,us,,,,,,,,,,,,,
"Super Mario Bros.",,a751a178b43a25c6043735aefabe9858d9c48c64,,,"Challenge Lift",,,,200x,MHS,jp,,"Super Mario Bros.",,,,,,,1,,,,
Predator,,a756badf8b7985e510f684511a1a61448e189873,,,,,,,1988/03/10,"Pack-in Video",jp,,v.20060720,,,"zh MS emumax",,,,,,,,
"Tecmo Super Bowl",,a759171aa799c96675aeb48417f74eee85837040,,,"Tecmo Elite S4 Week 17",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Tecmo Super Bowl",,a75a1bd7bad7893dba174a4bf5cfdbc5c309e917,,,"Classic Tecmo League Season Unk",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Dragon Warrior",,a75a59ee2881e80f0380f296558a00cda2b8d280,,,"Dragoon X Omega v2.0 Gold",,,,2003,"Sliver X",,,"Dragon Warrior, iNES title",,,,,,,2,,,,
@,,a75e7376f4b37382ea33bde5cdf819a6ee20f412,,,"Ultraman 2: Shutsugeki Katoku Tai!!",,,,1987/12/18,Bandai,@,a,"a 1; BAN-UL2",,,,,,,,,,,
"Tecmo Super Bowl",,a772a3df9bc04a2c849cd5ad7f3dff38fab9238e,,,"World Tecmo League S6 Week 02",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Air Demo",,a7736a8a8e402b6b659a069ff1bc0221ff3e24f8,,,"Air Demo v.04",,,"Copyright Public Domain",200x,KZ-S,,,,,,,,,,,,,,
"Super Mario Bros. 3",,a775adb71e96cfada3f00f7bea58368fb4b3530b,,,,,,"PC10; b1",,,,?,,,,,,,,,,,,
"RoboCop 3",,a777192fb4daf22f9858749eca4f68327f0484a4,,,"Robocop 3",,,,1992,Ocean,eu,,,,,,,,,,,,,
"Wrecking Crew",,a777fa1cbb3478ab2486139611697ae7390ab994,,,,,,,1987,FMG,jp,,,,,,1,,,,,,,
"Double Dragon II: Revenge",,a7897eeceafb0f899ac4e0797e0305e11627779f,,,"Double Dragon II: The Revenge",,"Double Dragon 2 - Revenge","Language proto",1990/01,Acclaim,us,,,,,,,,,,,,,
"Tetris: Soviet Mind Game",,a791f9c760385f4d15d6c7cefdfcf4f711a164e7,,,"Tetris: The Soviet Mind Game",,"Tetris - Soviet Mind Game",,1988/12/22,BPS,jp,,v.20040214,,,"zh 8gua",,,,,,,,
"Tecmo Super Bowl",,a796bdbfd3a039b12b231b9dbef341a541cb8844,,,"Tecmo Super Bowl: WCTA Season 2 Round 16",,,,2003,"World Championship Tecmo Association",us,,"Tecmo Super Bowl",,,,,,,1,,,,
"Super Arabian",,a797395a14c6fd8825bc5e58a1899b7c9578a7b8,,,,,,"J; p1; o2",,,,?,,,,,,,,,,,,
"Crisis Force",,a7987daa44527374864a251eb8d83e7a56013553,,,,,,"J; t2",,,,?,,,,,,,,,,,,
"Totally Rad",,a79aa91d2cd91c2c6546105b86608bf3596eae7c,,,"Magic John",,,,1990/09/28,Jaleco,jp,b,"b 2",,,,,,,,,,,
@,,a79bae82bb3aab5ded8ca03a0e1e8cc493793664,,,Baseball,,,PlayChoice-10,1984,"Nintendo of America",@,@,,,,,,,,,,,,
"Sheng Hen Pao",,a79f8859993e6dd54de4deea78da9727a5c30fc7,,,"Sheng Hen Pao: Twin Loud Cannon",,,,199x,,tw,,,,,,1,,,,,,,
"Teenage Mutant Ninja Turtles II: The Arcade Game",,a7a565f3521626a3bb40bf485329dd15e7f7b828,,,,,,,1990/12,"Ultra Soft",us,,v.20060219,,,"zh MS emumax",,,,,,,,
"!Multi-Game Pirate Carts",,a7a57ebc4cc85293ef3e4f4bbeba8e5d787a9ddc,,,"73 in 1",,,,199x,,xa,,"GK-192 board",,,,1,,,,,,,
Superman,,a7a706820de1157de57ae06978d6c316b2e2efbb,,,,,,,1987/12/26,Kemco,jp,,"FFE copier",,,,,,,3,,,,
"Whomp 'Em",,a7a9f501297be2da26534f4e66af1bfd8369eb44,,,,,,,1991/03,Jaleco,us,,,,,"fr KS151",,,,,,,,
"M&M Heroes",,a7ab98cadb51b86837fc9a71e72619c0d27a9a9d,,,,,,,199x,Waixing,cn,,,,,,1,,,,,,,
"Tecmo Super Bowl",,a7acd5025cf4693c1ad06a0a88228a0f7bee3c5e,,,"Sexay Tecmo League S4 Week 06",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
@,,a7adea8d150a2a775020e7c8220246aaac7a5421,,,"Famista '90",,,,1989/12/19,Namco,jp,b,"b 1",,,,,,,,,,,
"!Multi-Game Pirate Carts",,a7ae3152fe5e26edf5a9871dd2b84b43403ec088,,,"31 in 1",,,,19xx,,xa,,,,,,1,,,,,,,
"Castlevania II: Simon's Quest",,a7bad249938b5bfe25187a574b846e00ac20e15a,,,,,,,1988/12,Konami,us,u,"u 4; iNES title",,,,,,,1,,,,
Pinball,,a7be3a201a6182b6744c13a61aac4a6de939c9a2,,,,,,,1987,FMG,jp,,,,,,1,,,,,,,
@,,a7c00ec77e7cc843362686ce4b20de179bb51f66,,,"Donkey Kong",,,,1988/04/08,Nintendo,jp,@,,,,"ru Cool-Spot",,,,,,,,
"Tecmo Super Bowl",,a7c2e2f0bbc9b6eecb62b174e41523215a81d999,,,"Tecmo Elite S6 Week 09",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Bubble Bobble Part 2",,a7c724492a701e0f141834a94bed96951b25b9e8,,,"Bubble Bobble 2",,,,1993/03/05,Taito,jp,,v.20060220,,,"zh MS emumax",,,,,,,,
@,,a7c9f40eeb7418984eccc57be651074b0e8ac971,,,"R.B.I. Baseball 2006: Central Divison",,,"v 1.1",2006,@,us,@,"R.B.I. Baseball",,,,,,,1,,,,
"Hyper Sports",,a7ce59ec66d1a385316e716fa491dbd6b8d0faaf,,,,,,,1985/09/27,Konami,jp,,,,,,,,,,,,,
"Blue Marlin",,a7d7f7073553ab28afbe4a65143bdc0282730013,,,"The Blue Marlin",,"Blue Marlin",,1992/07,"Hot-B USA",us,,,,,,,,,,,,,
@,,a7da4b1502c7b5918f14183db387c8294ea8250a,,,"Cross Chase",,,,2018/02/03,"Caruso, Fabrizio",@,@,,,,,,,,,,,,
"Tecmo Super Bowl",,a7db018e99111c0d0a42af495fcef6342793b38b,,,"Tecmo Super Bowl NCAA 2006",,,Hack,,,,?,,,,,,,,,,,,
@,,a7de71df5d8f2ebe171430d4573737d36dac123b,,,"Splatter House: Wanpaku Graffiti",,,,1989/07/31,Namco,jp,@,"v2.00-20000107, iNES title",,,"en Spinner 8",,,,Vimm,,,,
@,,a7e9dafe4f908e6e9ba87e48c5dbae4a604fcc04,,,"Vs. Gradius",,,"VS UniSystem",1986,Konami,@,@,,,,,,,,,,,,
"Ninja Gaiden",,a7ebab0193231caa796b21fdd3c673d55b12e5cc,,,"Ninja Ryukenden",,,,1988/12/09,Tecmo,jp,,"enlarged rom",,,,,,,1,,,,
"Chiisana Obake: Acchi Socchi Kocchi",,a7ee7e28a3e2facd977f524ce457755cd3a06c79,,,,,,,1992/12/04,Vap,jp,,,,,,,,,,,,,
"P.O.W.: Prisoners of War",,a7f34d39d8961b19e67b21ab60e034d1e020f85b,,,,,,"U; t1",,,,?,,,,,,,,,,,,
"Tecmo Super Bowl",,a7f39869225bf39105bd3ebeb3d33a89c1145a90,,,"Online Tecmo Football League S10 DET-MIA Week 13",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
Thundercade,,a7f4c63c5759aa9c00097cd0ab9eafb3d672665c,,,,,,"U; t1",,,,?,,,,,,,,,,,,
"Akumajou Special: Boku Dracula-kun",,a7f5329be0440498dc343504652eafcb39836609,,,"悪魔城すぺしゃる ぼくドラキュラくん",,"Akumajou Special - Boku Dracula-kun",,1990/10/19,Konami,jp,!,,,,,,,,,,,,
"Ultima: Exodus",,a7f69fe42fe6496f41f4d9ee26787147f074e6fe,,,,,,,1989/02,FCI,us,u,"u 1",,,,,,,,,,,
"Ripple Island",,a7f6c955476ea95fbe7180118237b84a512f6d15,,,"Lipple Island",,,,1988/01/23,Sunsoft,jp,b,"b 1; mapper 2",,,,,,,1,,,,
"Mighty Bomb Jack",,a80e5de74625a79d816d6ffccda9493643cc56e3,,,,,,"E; !",,,,?,,,,,,,,,,,,
"Flintstones: Rescue of Dino & Hoppy",,a81a9b39e15995e0bb2e6db60b02c2b6b9331b7d,,,"The Flintstones: The Rescue of Dino & Hoppy",,"Flintstones - Rescue of Dino and Hoppy","U; t3",,,,?,,,,,,,,,,,,
"Dragon Ball Z II: Gekishin Freeza!!",,a81d03d2cfce7e6b2af88d7f8a6f8ed974011395,,,,,,,1991/10/26,Bandai,jp,,,,,"ko 88KTT",,,,,,,,
"R.B.I. Baseball 3",,a82013982b69c6ace93612a997568626bc6a6e6c,,,,,,"Tengen; b1",,,,,,,,,,,,,,,,
"Racket Attack",,a8205f55d2fb659376b24c6e8a69faaf6eabfb2e,,,"Moero!! Pro Tennis",,,,1988/04/15,Jaleco,jp,b,"b 1",,,,,,,,,,,
"Ikari Warriors II: Victory Road",,a829135e66f490e37d0aa14950f75b78ccf6e1c5,,,"Ikari II: Dogosoken",,"Ikari 2 - Dogosoken",,1988/04/16,"K Amusement Lease",jp,,,,,,,,,,,,,
Parodius,,a82b2857d190c89b778f12f16d9a02d215ffab30,,,"Parodius da!",,,,1990/11/30,Konami,jp,b,"b 1; FFE copier",,,,,,,2,,,,
"Bio Miracle Bokutte Upa",,a8307a05b1eda987c9fa7208adbe20125c47fa64,,,,,,"J; T+Fre_KS151",,,,?,,,,,,,,,,,,
@,,a832046a5e091fa36c026df45586fe7a2164d5a8,,,"Super C",,,PlayChoice-10,1990,Konami,@,@,,,,,,,,,,,,
"Zelda II: Adventure of Link",,a83431ebb9fec6a990eda8789fa0cc71dc62a2cc,,,"Zelda II: The Adventure of Riff",,"Zelda 2 - Adventure of Riff",,199x,"Sean Kelly",,,"Zelda II - The Adventure of Link",,,,,,,1,,,,
"Legend of Zelda",,a8354760c00a542ca68947a6c00750ec9e5e75c7,,,"Quest of Zelda V0.15",,,"Zelda Hack",,,,,,,,,,,,,,,,
"Metal Force",,a83be1e67e9e4d27ca9f6bc55f6fada17535ccb6,,,,,,"K; !",,,,?,,,,,,,,,,,,
"Gradius II",,a83d0ba1f36fc8ccedadc295242dbde8ce86338a,,,,,,"J; T+Chi; t1",,,,?,,,,,,,,,,,,
"Little Magic",,a83f994f2c6b3ffc95680fad7fc9d74196c642ea,,,,,,,1990/09/14,"Data East",jp,,v0.33alpha-19990411,,,"en TransBRC",,,,,,,,
"Robo Warrior",,a8416da231672768ff1402432ae2f779ee2b0f0d,,,"Bomber King",,,,1987/08/07,Hudson,jp,b,"b 1",,,,,,,,,,,
"Shin Samurai Spirits 2: Haoumaru Jigoku Hen",,a858f91bb78c38abb29c65610b2683232dc3ff8f,,,,,,,199x,,xa,b,"b 3",,,,1,,,,,,,
"Super Mario Bros.",,a85db5377dbbfa7d016a94d15a149b59a6705ae0,,,"Hungry Mario",,,"SMB1 Hack",,,,,,,,,,,,,,,,
"River City Ransom",,a8612a36d9d2739d2b321b6ebb97c2757ccca410,,,,,,,1990/01,"American Technos",us,,,,,,,,,,,,,
"!Public Domain",,a864d3b913cefc885e01e0dacc53077ea7f5c727,,,"Square Box",,,"Copyright Public Domain",2006,Quietust,,,,,,,,,,,,,,
"Castlevania II: Simon's Quest",,a8659ab7807823bcb4246aae447df1c3def32e30,,,,,,,1988/12,Konami,us,u,"u 4",,,,,,,,,,,
