"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,4cd1d5e94b31bb3c3e449bc995890c0a4707bc5f,,,Transbot,@,,(beta),1986,Sega,@,,,,,,,,,,,,
"Fantasy Zone",,4d2929237217072b9467ec8a4717e25a30d5e4d8,,,"Fantasy Zone",,,"v rev2",1986,Sega,,b,"b 1",,,,,,,,,,
"California Games II",,4d6c46dedfe38fcfb740e948563b8eeec3bd4305,,,"California Games II",,,,1993,"Epyx - Probe - Sega",,,,,,,,,,,,,
Yamato,,4d746558fb699c5cb480ba26130518105b2e2031,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Psycho Fox",,4da2e931c752ea50040c74057f4d7cabbf84086b,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,1,,,
"Ms. Pac-man",,4dd7cb303793792edd9a4c717a727f46db857dae,,,,,,,1991,"Namco - Tengen",,,,,,,,,,,,,
"Speedball 2",,4e0b456441f0acef737e463e6ee5bbcb377ea308,,,"Speedball 2",,,"v rev1",1992,"Bitmap Brothers - Virgin",,,,,,,,,,,,,
@,,4e35c8375aba080c416d721fa885ccc232b9a171,,,"FA Tetris",@,,"Language en",1990,"FA Soft - Fresh Fishes",kr,,,,,,,,,,,,
"Castelo Ra Tin Bum",,4e40155720957a0ca7cf67d7c99bbc178e2f0fd4,,,"Castelo Ra-Tim-Bum",,,,1997,"Sega - Tec Toy",br,,,,,,,,,,,,
Gauntlet,,4e583ce9b95e20ecddc6c1dac9941c28a3e80808,,,Gauntlet,,,,1990,"Atari - Tengen - U.S. Gold",,,,,,,,,,,,,
"Public Domain",,4e8a2cc35ebb4b8f0eb1c644d2aa76db11082bb2,,,"Zoom Effect #2",,,"v 1.00; Copyright Public Domain",2005,"MacDonald, Charles",,,,,,,,,,,,,
"Air Rescue",,4edd1b62abbbf2220961a06eb139db1838fb700b,,,"Air Rescue",,,,1992,Sega,,,,,,,,,,,,,
"World Games",,4f3c04e40dd4b94d5d090068ba99b8461af56f51,,,"World Games",,,,1989,"Epyx - Sega",,,,,,,,,,,,,
@,,4f514dc568466f6b0424086edeb3fa0014f9c887,,,"Action Fighter",@,,,1986,@,tw,,"[AKA Mo Zhan Che]",,,,,,,,,,
Zillion,,4f64c69011c0c6fa723a6c506803a9ee0aadedec,,,Zillion,,,"v rev1",1987,Sega,us,,,,,fr,,,,,,,
"Ghost House",,4f93c7185c9ebdd70d9f7be56761bf9031934c6a,,,"Ghost House",,,"Language en",1986,Sega,jp,,,,,,,,,1,,,
@,,4f93e297425cb19ab6de2107795d210544171396,,,"Montezuma's Revenge",@,,(beta),1989,"Parker Brothers",us,,,,,,,,,,,,
"Public Domain",,4f95f34795e817626b1fd39966eca448009c1e51,,,"Digger Chan",,,,2006,Aypok,,,,,,,,,,,,,
@,,4f9b61b24f0d9fee0448cdbbe8fc05411dbb1102,,,"Out Run",@,,,1987,Sega,@,,,,,,,,,,,,
"Simpsons, The: Bart vs. the Space Mutants",,4fa839db6de21fd589f6a91791fff25ca2ab88f4,,,,,,,1992,"Acclaim - Flying Edge",,,,,,,,,,,,,
@,,507bfa2b21fde4d33014fc4ab98e3a934f5b339a,,,"Super Bubble Bobble",@,,,1989,Zemina,kr,,,,,,1,,,,,,
"Public Domain",,508bc5b33b1517341089f55bed1f72de678faa32,,,"Fri for Fransk!",,,"v 1.02; Copyright Public Domain",2003,"Klemp, Marc",,,,,,,,,,,,,
"Daffy Duck in Hollywood",,50ab645971b7d9c25a0a93080f70f3a9c6910c59,,,"Daffy Duck in Hollywood",,,,1994,"Probe - Sega",m5,,,,,,,,,,,,
"Thunder Blade",,50da66f72ba33e95efb3844bbf6b6c2efeeb9445,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Teddy Boy",,51014d89cd8770df8a3d837a0208cb69d5bf7903,,,"Teddy Boy Blues",,,"Language en; (beta)",1985,Sega,jp,,,,,,,,,,,,
@,,51531df038783c84640a0cab93122e0b59e3b69a,,,"After Burner",@,,,1987,Sega,@,,,,,,,,,,,,
Kenseiden,,51605e388a4860f2faaa8df4d09bc4daafd36d1d,,,Kenseiden,,,"v rev1",1988,Sega,,,,,,fr,,,,,,,
@,,5162cd4923cdcad66fee0aa18d5e63fcf5259c00,,,"Fantasy Zone",@,,,1986,Aaronix,tw,,"[AKA Kuaile Xiao Feidie]",,,,,,,,,,
"Wonder Boy in Monster Land",,51715db7a49a18452292dadb2bba0108aa6d6402,,,"Wonder Boy in Monster Land",,,"v rev1",1988,Sega,,,,,,,,,,,,,
Renegade,,517839ca587743373675efe8a77d42faf0b46b51,,,Renegade,,,,1993,Sega,,,,,,pt,,,,,,,
"Space Harrier",,51ba2185a2b93957c1c51b0a2e2b80394463bed8,,,"Space Harrier",,,,1986,Sega,,,,,,,,,,,,,
"James Pond 2: Codename Robocod",,51d785e502093a851a365727bb88a414df849de2,,,"James Pond II: Codename RoboCod",,,,1991,"Millennium Interactive - U.S. Gold - Vectordean",,b,"b 1",,,,,,,,,,
"Ultimate Soccer",,51ee4506e2e07bde203d224f91a08463a58e1d94,,,"Ultimate Soccer",,,,1993,"Rage Software - Sega",m5,b,"b 1",,,,,,,,,,
Quartet,,51f9ce05e383983ce1fe930ec178406b277db69c,,,"Double Target",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"System BIOS",,51fd6d7990f62cd9d18c9ecfc62ed7936169107e,,,"Sega Master System BIOS",,,"v 3.4; Language en",1988,Sega,"eu,us",,,,,,,,,,,,
"Golden Axe",,52260e9cc62050633f6a4ef8c1bfd845c22e5d49,,,,,,"(UE) [b1]",,,,,,,,,,,,,,,
Choplifter,,529caa100ee2b76a3917eb4133e62c1d90bdbdd2,,,Choplifter,,,,1985,Sega,,b,"b 3",,,,,,,,,,
"Phantasy Star",,52b2aa52a1c96e15869498a8e42b074705070007,,,"Phantasy Star",,,,19xx,"Samsung - Sega",kr,,,,,,,,,,,,
"Double Dragon",,532716a83a82532e6960308542fab558fb4b733d,,,"Double Dragon",,,,1988,"Sega - Technos",,b,"b 3",,,,,,,,,,
"Thunder Blade",,535dbd339f4b5c5efd502cffbbe719d7b3e7f1c3,,,"Thunder Blade",,,"Language en",1988,Sega,jp,,,,,,,,,,,,
Klax,,53ae621e66d8e5f2e7276e461e8771c3c2037a7a,,,Klax,,,,1991,"Atari - Tengen",,,,,,,,,,,,,
"Promocao Especial M.System III Compact",,53b50a1c574479359f85327a8000d3f03f0963d5,,,"Tec Toy Christmas 1992 Promo Cartridge",,,"Demo slideshow",1992,"Sega - Tec Toy",br,,,,,,,,,,,,
@,,53f11d76010f0adb164d9bef60b7121c8121ff14,,,Choplifter,@,,,1985,Sega,@,b,"b 1",,,,,,,,,,
"Cloud Master",,546b8c95405eda86d2917397c724922fc563e391,,,"Cloud Master",,,,1989,Hot-B,,b,"b 2",,,,,,,,,,
"Krusty's Fun House",,54714a19c2d24260b117ebc5ae391d9b24ca9166,,,"Krusty's Fun House",,,,1993,"Acclaim - Audiogenic Software - Flying Edge",,,,,,,,,,,,,
"Public Domain",,548f06a6399de07b94b812218807b15c2e0f4c48,,,SpaceOddity,,,"v 0.17; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Marksman Shooting: Trap Shooting",,5491cce7b9c19cb49060da94ab8f9c4331e77cb3,,,"Marksman Shooting + Trap Shooting",,,,1986,Sega,,,,,,,,,,,,,
@,,54ccbad3eba98ecfaf22dc862bc4b6a6260f33d1,,,"Berlin no Kabe",@,,"v 1.1",2004,"Covell, Chris",@,,,,,,1,,,,,,
"Galaxy Force",,54fe2f686fb9ec3e34b41d58778118b11f920440,,,"Galaxy Force",,,"v rev1",1989,Sega,,,,,,,,,,,,,
"Sports Pad Football",,556d9ab4ba3c3a34440b36c6fc8e972f70f16d72,,,"Sports Pad Football",,,,1987,Sega,us,,,,,,,,,,,,
"Public Domain",,55bf216888c7980ce16510e63d33cd6f29d4e310,,,"Draw Poker",,,,2006,"Beaver, Mike",,,,,,,,,,,,,
"Toto World 3",,55ca8a8b1f2a342fc8b8fc3f3ccd98ed44b2fe98,,,"Toto World 3",,,"Language en,ko",1993,"Daou Infosys - Open Corp",kr,,,,,,,,,,,,
"Wimbledon II",,55dd4aaa92de4bdaa1d8b6463a34887f4a8baa28,,,"Wimbledon II",,,,1993,Sega,,,,,,,,,,,,,
@,,564b1505fcbc009c2453bdc401181f2c2e28da5c,,,"Bobble Bobble",@,,,1990,Clover,kr,,,,,,1,,,,,,
"Slap Shot",,56581911bc1009019f17e47ee9169a66fdb2bdfc,,,"Slap Shot",,,"v rev1",1990,Sega,,b,"b 1",,,,,,,,,,
"Wonder Boy",,56e2437981155f234a8a1db966f6408339bbe162,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
"James Bond 007: The Duel",,57abea18de266e67c7d137fe1c51e176ee66c2cf,,,"James Bond 007: The Duel",,,"Language en",1993,"Domark - Tec Toy",br,b,"b 1",,,,,,,,,,
"Gangster Town",,57f0972109cb6f9a74c65d70d6497bc02fdfc942,,,"Gangster Town",,,,1987,Sega,,,,,,,,,,,,,
"System BIOS",,58320ebfe196828f4a18e60bdce44e8635c6f2aa,,,"Super Magic Drive BIOS V3",,,[!],,,,,,,,,,,,,,,
"Mortal Kombat",,583615501146e34582d58ccafabacd80f17dd210,,,"Mortal Kombat",,,,1993,"Acclaim - Arena Entertainment - Midway - Probe",,,,,,pt,,,,,,,
Aladdin,,585967f400473e289cda611e7686ae98ae43172e,,,Aladdin,,,,1994,Sega,,,,,,,,,,,,,
@,,588bac924b6ef51566995d758385415efee5f3c8,,,SokoMaster,@,,"v 1.0; Copyright Public Domain",2007,"Pinheiro, Haroldo",@,,,,,,,,,,,,
"Super Tank",,58d7d51b91b763d812376d56643a4f8a331e826b,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
Shanghai,,58f01556d1f2da0af9dfcddcb3ac26cb299220d3,,,Shanghai,,,,1988,"Activision - Sega",,,,,,,,,,,,,
"Lord of the Sword",,5904c97614936bb3c24fae6f317bf717c2aebaac,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
@,,592d60e50a63eb8fba055e85c6ec04298be76ab9,,,"King & Balloon",@,,,19xx,@,kr,,"[MSX port]; [AKA Wang-gwa Pungseon]",,,,1,,,,,,
"Slap Shot",,5979ee84570f7c930f20be473e895fc1d2b9e3f4,,,"Slap Shot",,,"v rev1",1990,Sega,,,,,,,,,,,,,
"Lucky Dime Caper, The: Starring Donald Duck",,59c385af9137a14876f223189f02d8ef252ced48,,,"The Lucky Dime Caper Starring Donald Duck",,"Lucky Dime Caper Starring Donald Duck, The",,1991,Sega,,,,,,fr,,,,,,,
"Kung Fu Kid",,59d520fdb2b6cbd5736b2bd6045ad3ee3ad2e3a6,,,"Makai Retsuden",,,"Language en,ja",1987,Sega,jp,,,,,,,,,,,,
@,,59effe74a9e7b3b8993ecb04f7b2e6ded1f679b3,,,"Pit Pot + Astro Warrior",@,,"v rev1",1986,Sega,@,b,"b 2",,,,,,,,,,
"Lucky Dime Caper, The: Starring Donald Duck",,5ac3e68b34ee4499ddbdee28b47a1440782a9c04,,,"The Lucky Dime Caper Starring Donald Duck",,"Lucky Dime Caper Starring Donald Duck, The",(beta),1991,Sega,,,,,,,,,,,,,
"Golden Axe Warrior",,5bb0ea9cd8e0b86878e3d72237ef091535d57d27,,,"Golden Axe Warrior",,,,1991,Sega,,,,,,es,,,,,,,
"Streets of Rage",,5bdec24d9ba0f6ed359dcb3b11910ec86866ec98,,,"Streets of Rage",,,,1993,Sega,,,,,,,,,,,,,
"New Zealand Story, The",,5c17cd898f8d9b0922144ce0721ce8106e13d769,,,"The New Zealand Story",,"New Zealand Story, The",,1992,"Taito - TecMagik",,b,"b 1",,,,,,,,,,
"California Games II",,5c7d99ba54caf9a674328df787a89e0ab4730de8,,,"California Games II",,,"Language en",1993,"Epyx - Probe - Sega",eu,,,,,,,,,,,,
"Sukeban Deka 2",,5cd041990c7418ba63cde54f83d3e0e323b42c3b,,,"Sukeban Deka II",,,,1987,Sega,jp,,,,,,,,,,,,
"Public Domain",,5ce20d2b6db811deafc83f8b42144fc1bc519efd,,,"FudeBrowser: Newo",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Star Jacker",,5d074708edf6c40dc6d80032cd91ff6197aa79c7,,,,,,"(SG-1000) (V1.0) [!]",,,,,,,,,,,,,,,
"Public Domain",,5d1ce5bcb980c34ec26ee10500390cc1331bd7bb,,,"Bock's Birthday 2004",,,"v 1.00; Copyright Public Domain",2005,Maxim,,,,,,,,,,,,,
"Spider-Man: Return of the Sinister Six",,5d4fbf3873af14afcda10fadfdb3f4f8919b3b1e,,,"Spider-Man: Return of the Sinister Six",,,,1992,"Acclaim - BITS - Flying Edge",,,,,,,,,,,,,
OutRun,,5d5652066674aed483ee26b6d487b20845a161cc,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
@,,5d65a308bb9ec8c4b4ce334b18d699b1f53227ef,,,"Super Boy 3",@,,"Language en",1991,Zemina,kr,,,,,,1,,,,,,
"Alien Syndrome",,5d786476b275de34efb95f576dd556cf4b335a83,,,"Alien Syndrome",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Action Fighter",,5dbcfb75958f4cfa1b61d9ea114bab67787b113e,,,"Action Fighter",,,"v rev1",1986,Sega,,,,,,,,,,,,,
@,,5dbe3ac8c4888298f3f7008ed359d0187cf46695,,,Zillion,@,,"v rev2",1987,Sega,@,,,,,,,,,,,,
@,,5df1b4c00adb2b494f7298353d92b4d7ad3f50f6,,,"F-1 Spirit: The Way to Formula-1",@,,"Language en",1987,Zemina,kr,,,,,,,,,,,,
@,,5e20414c5eb61c3c817509f794381e1577e69111,,,"Best Game Collection, The: Teddy Boy Blues & Great Soccer & Comical Machine Gun Joe",@,,,1990,HiCom,kr,,,,,,1,,,,,,
"Asterix and the Great Rescue",,5e409247f6a611437380b7a9f0e3cccab5dd1987,,,"Asterix and the Great Rescue",,,,1994,Sega,m5,,,,,,,,,,,,
@,,5f1cfc974a8ffc965f18216a89472fd1a980d7cb,,,"Miracle Warriors: Seal of the Dark Lord",@,,(beta),1988,"ASCII - Sega",@,,,,,,,,,,,,
@,,5f29a0fc637cf7bd175a3e7be720530bde23402e,,,"Indiana Jones and the Last Crusade",@,,(beta),1990,"LucasArts - Tiertex Design Studio - U.S. Gold",@,,,,,,,,,,,,
"Spy vs. Spy",,5f87871a120c2de05a0d60cbca2a8007cab27c61,,,"Spy vs. Spy",,,"Language en",1986,Sega,jp,,,,,,,,,1,,,
"Psychic World",,5fa54329692e680a190291d0744580968aa8b3fe,,,"Psychic World",,,,1991,Sega,,,,,,,,,,,,,
"Public Domain",,6075731a8e7b0b7a65e8bca3ee8b34fd8b94035f,,,SpaceOddity,,,"v 0.11; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
Drol,,607b2b9a946eaaebb938800bd3b1df7d9342388c,,,,,,(SG-1000),,,,,,,,,,,,,,,
@,,607e0df3bb47c486ea04e0a5d87b6280406d95e2,,,ZEXALL,@,,"v 0.13; Copyright Public Domain",2006,"Maxim - Quinn, Eric",@,,[SDSC],,,,,,,,,,
"Mortal Kombat 2",,60bce167da3fecbd0500b7d02117d2f0b6318a47,,,"Mortal Kombat II",,,,1994,"Acclaim - Midway - Probe",,b,"b 1",,,,,,,,,,
"Lord of the Sword",,60c57271ff8f356c1aadde21c5632435b1df6a62,,,"Lord of the Sword",,,,1988,Sega,,b,"b 1",,,,,,,,,,
"Fantasy Zone II: The Tears of Opa-Opa",,60d8135e8f15fe48f504d0ec69010a4b886dcda8,,,"Fantasy Zone II: The Tears of Opa-Opa",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Desert Speedtrap: Starring Road Runner and Wile E. Coyote",,60e2b6ec69d73dd73c1ef846634942c81800655b,,,"Desert Speedtrap Starring Road Runner and Wile E. Coyote",,,,1993,"Probe - Sega",m5,,,,,,,,,,,,
Wanted,,6135e4d0f76812f9d35ddb5b3e7d34d56a5458b3,,,Wanted,,,,1989,Sega,,,,,,,,,,,,,
"Ys: The Vanished Omens",,614b589080b732e17cc0d253e17216a72a268955,,,"Ys: Ancient Ys Vanished Omen",,,"v rev1",1988,"Falcom - Sega",jp,,,,,,,,,,,,
"Power Strike 2",,61688c543a51cb986fb82137139174959a3e6e41,,,"Power Strike II",,,,1993,"Compile - Sega",,b,"b 1",,,,,,,,,,
"Super Basketball",,616b95baad61086f08d8688c2bf06838b902ac75,,,"Super Basketball",,,"Demo slideshow",1989,Sega,,,,,,,,,,,,,
"Ecco the Dolphin: Tides of Time",,61cef405e5bc71f1a603881c025bc245a8d14be4,,,"Ecco: The Tides of Time",,,"Language en",1996,"Novotrade - Sega - Tec Toy",br,,,,,,,,,,,,
"Legend of Illusion Starring Mickey Mouse",,62adbd8e5a41d08c4745e9fbb1c51f0091c9dea6,,,"Legend of Illusion Starring Mickey Mouse",,,"Language en",1994,"Disney - Sega - Tec Toy",br,,,,,,,,,,,,
"Gain Ground",,62c0ca61ad8f679f90f253ab6bbffd0c7737a8c0,,,"Gain Ground",,,,1990,Sega,,,,,,,,,,,,,
@,,62c962fe91a8195ae7110091585ee231a2cc4ac3,,,"Lethal Weapon 3",@,,"Language proto",1992,Probe,@,,,,,,,,,,,,
"Alex Kidd in Miracle World",,62fdc25501e17b87c355378562c3b1966e5f9008,,,"Alex Kidd in Miracle World",,,,1986,Sega,jp,,,,,,,,,,,,
"Wonder Boy",,63149f20bf69cd2f24d0e58841fcfcdace972f49,,,"Wonder Boy",,,"v rev1",1987,Sega,,,,,,,,,,,,,
"Slap Shot",,6327fb7129ecfcebdcd6b9c941703fda15a8a195,,,"Slap Shot",,,"v rev0",1990,Sega,,,,,,,,,,,,,
"World Games",,6361f796248c71ecfaaa02aafe6ddbbaebf6ebba,,,"World Games",,,(beta),1989,"Epyx - Sega",,,,,,,,,,,,,
"Alex Kidd in Miracle World",,63665970a6b6f12eeafaf082c35070d3e62ba6e3,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,a,"a 1",,,pt,,,,,,,
"Secret Commando",,639e603b80c68e18308dce1f3d5959b866307229,,,,,,"(E) [o1]",,,,,,,,,,,,,,,
@,,63f3b632325eb5a7021fac1fc24c80478bd4b56e,,,"Secret Commando",@,,"Language en",1986,Sega,eu,b,"b 1",,,,,,,,,,
"Sonic Chaos",,63f6efea4dbf9cd099097baaf5c6001794de9ab6,,,"Sonic Chaos",,,,1993,Sega,,b,"b 1",,,,,,,,,,
@,,63fa1fcbf941b0e0ce601b3094c6c31f997c95d8,,,E-SWAT,@,,"Language proto",1990,Sega,@,a,"a 1",,,,,,,,,,
"X-Men: Mojo World",,6405a2f8b6f220b4349f8006c3d75dfcdcd6db6d,,,"X-Men: Mojo World",,,"Language en",1996,"Sega - Tec Toy",br,,,,,,,,,,,,
"Blade Eagle 3D",,6465f8b1159078d7fafeba4fed674a07d1b66c7e,,,"Blade Eagle",,,,1988,Sega,,,,,,pt,,,,,,,
"Monaco GP",,6476bc0fc1608dd69a1ae62617ea4719bc7eaa50,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Public Domain",,64ce2f8035c29a323762dc25dda4d1940b980eeb,,,SpaceOddity,,,"v 0.12; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"World Grand Prix",,650f15ebbd149f5c357f089d7bd305fcb20b068f,,,"World Grand Prix",,,,1986,Sega,,,,,,,,,,,,,
@,,657051e0cf27377b8c89c42d3a8f3deef165430a,,,"Best Game Collection, The: 8-in-1 Ver. B",@,,,1990,HiCom,kr,,,,,,1,,,,,,
"Ghost House",,6590080f5db87afab1286f11ce77c60c3167b2b7,,,"Chapolim x Dracula: Um Duelo Assustador",,,"v rev1",1993,"Sega - Tec Toy",br,,,,,,,,,,,,
"Lucky Dime Caper, The: Starring Donald Duck",,65a94f09a278b74052ae1cea009b0f97d6c4e8a8,,,"The Lucky Dime Caper Starring Donald Duck",,"Lucky Dime Caper Starring Donald Duck, The",,1991,Sega,,,,,,pt,,,,,,,
"Bomber Raid",,65e513dfeaccebdaafa087e67f23caabff7b3bd1,,,"Bomber Raid",,,,1988,Sega,,,,,,pt,,,,,,,
@,,65ed4232b972e3d85147561b310115dd6b642b99,,,"Best Game Collection, The: Great Baseball & Great Soccer & Super Tennis",@,,,1990,HiCom,kr,,,,,,1,,,,,,
@,,661bbe20f01b7afb242936d409fdd30420c6de5f,,,"Bank Panic",@,,,1987,Sega,@,,,,,,,,,,,,
Trans-Bot,,6650d2b07db55f507b0ee291756fdf71903b6ff1,,,Transbot,,,,1986,Sega,,b,"b 1",,,,,,,,,,
"Wonder Boy",,66e4c435785932b7c4ceb20e62ce115eafc65c9a,,,"Wonder Boy",,,"v rev1",1986,Sega,,,,,,,,,,2,,,
@,,67557e7551ad785802b1f2abc4b456e3268f564c,,,Moonwalker,@,,(beta),1990,Sega,@,,,,,,,,,,,,
@,,67787f3f29a5b5e74b5f6a636428da4517a0f992,,,"Super Tennis",@,,"v rev1",1986,Sega,@,,,,,,,,,,,,
"Jurassic Park",,67a6e6c132362f3d9263dda68d77c279b08f1fde,,,"Jurassic Park",,,,1993,Sega,,,,,,,,,,,,,
"Teddy Boy",,68167b6f01b47a5b0f967b6e0a2498b5eaa9d0c2,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,10,,,
"Where in the World is Carmen Sandiego",,683317c8d7d8b974066d7ddb3ed64f99801aa9de,,,,,,,1988,"Parker Brothers",us,,,,,,,,,,,,
@,,68830fb46a010cf2f2d04bdc69e3759f6d42b8de,,,Monopoly,@,,(beta),1987,Sega,@,,,,,,,,,,,,
"Jungle Book, The",,688ddab54b9adfab3b7b8d76dd7003170ab455f0,,,"The Jungle Book",,"Jungle Book, The",,1993,"Eurocom - Virgin",,a,"a 1",,,pt,,,,,,,
"Sonic The Hedgehog 2",,689339bac11c3565dd774f8cd4d8ea1b27831118,,,,,,"v rev1",1992,Sega,,,,,,,,,,,,,
"Indiana Jones and the Last Crusade",,68e23692a12628dde805ded9de356c5e19e4eba6,,,"Indiana Jones and the Last Crusade",,,,1990,"LucasArts - Tiertex Design Studio - U.S. Gold",,,,,,,,,,,,,
@,,690addaea2b5f9b8d1c8788540ec7f695b396ff8,,,"NBA Jam",@,,"Language en; (proto)",1994,"Acclaim - Iguana Entertainment - Midway",eu,,,,,,,,,,,,
"My Hero",,6942f38e608cc7d70cf9cc8c13ee8c22e4b81679,,,"Seishyun Scandal",,,"Language en",1986,"Coreland - Sega",jp,,,,,,,,,,,,
Spellcaster,,6974d27bc31c2634bec54c4e9935a28461fb60f7,,,Kujakuou,,,,1988,Sega,jp,,,,,,,,,,,,
"Lord of the Sword",,6a08d913fd92a213b1ecf5aa7c5630362cccc6b4,,,"Lord of Sword",,,,1988,Sega,jp,,,,,,,,,,,,
Zillion,,6a0a21426cadadb5567907d9cc4cdaf63195d5c3,,,Zillion,,,"v rev0",1987,Sega,,,,,,,,,,,,,
"Rescue Mission",,6a561bff2f8022261708b91722caf1ec0e63f9c4,,,"Rescue Mission",,,,1987,Sega,,,,,,,,,,,,,
"System BIOS",,6aca0e3dffe461ba1cb11a86cd4caf5b97e1b8df,,,"Sega Master System BIOS",,,"Language en",1991,Sega,eu,,,,,,,,,,,,
"Teddy Boy",,6ae39718703dbf7126f71387ce24ad956710a315,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,,,,
@,,6b3753d579a440bd223db8578a9d2b1a9d81ac69,,,"Power Strike",@,,,1988,"Compile - Sega",@,b,"b 1",,,,,,,,,,
"Sonic The Hedgehog",,6b9677e4a9abb37765d6db4658f4324251807e07,,,,,,,1991,Sega,,,,,,,,,,,,,
Monopoly,,6bad7176011dd4bbd007498d167399daacde173d,,,Monopoly,,,"Language en",1987,Sega,eu,,,,,,,,,,,,
@,,6bd5c7bfc30deaaf376e0f80cd2557c631da82e8,,,"Global Defense",@,,,1987,Sega,@,b,"b 1",,,,,,,,,,
"Argos no Juujiken",,6c11879612dc00c18f6d2a1823bdd26522dc9c91,,,"Argos no Juujiken",,,"Language en",1988,"Salio - Tecmo",jp,,,,,,,,,1,,,
Flicky,,6c1a77ebec46ec730bbf255dbbd3b9a7e1e00555,,,,,,"(SG-1000) [b1]",,,,,,,,,,,,,,,
"Shooting Gallery",,6c22e3fa928c2aed468e925af65ea7f7c6292905,,,"Shooting Gallery",,,,1987,Sega,,,,,,,,,,,,,
"Space Harrier",,6c2f2bfd6778fdc96938c42e704efdabec9be16d,,,"Space Harrier",,,"Language en",1986,Sega,eu,b,"b 1",,,,,,,,,,
Zillion,,6c5df1a0d793d0f6963f1affbdab5e51d88c12bd,,,,,,"(UE) (V1.1) [b1][o1]",,,,,,,,,,,,,,,
"Bram Stoker's Dracula",,6c9f52cdae96541020eaaa543ca6f729763f3ada,,,Dracula,,,,1992,"Probe - Psygnosis - Sony",,,,,,,,,,,,,
@,,6ca6733b2591bc4c7d42b0cecb44837ad5477186,,,"Golden Axe",@,,,1989,Sega,@,b,"b 1",,,,,,,,,,
@,,6ce290d59f14e9be5711d932095909abc0d681d1,,,"Sky Jaguar",@,,,19xx,Samsung,kr,,"[MSX port]",,,,,,,,,,
"Alex Kidd in Miracle World",,6d052e0cca3f2712434efd856f733c03011be41c,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,,,,,,,,,,,,
"Casino Games",,6d2d9f7984c67a6b9ce209c72243cd46a4b3b0d1,,,"Casino Games",,,,1989,Sega,,b,"b 2",,,,,,,,,,
"Ninja Gaiden",,6d5ec6defd0de8e8001ea1cfaa7f7d74ed8f5081,,,"Ninja Gaiden",,,,1992,"Sega - Tecmo",,,,,,de,,,,,,,
"Maze Hunter 3D",,6d94c2159a67f3140d0c9158b58aa8f0474eaaba,,,"Maze Hunter 3D",,,,1987,Sega,,,,,,,,,,,,,
"Rambo III",,6d9746c0e3c50e87fa773a64e2f0bb76f722d76c,,,"Rambo III",,,,1988,Sega,,,,,,,,,,,,,
"Alex Kidd: The Lost Stars",,6dbf2684c3dfea7442d0b40a9ff7c8b8fc9b1b98,,,"Alex Kidd: The Lost Stars",,,,1988,Sega,,,,,,,,,,,,,
"Public Domain",,6dfb51aa9581065ef370a36b57e102a6d0a64c1b,,,#gscept,,,"v 1.10; Copyright Public Domain",2005,"Degerfalt, Mikael",,,,,,,,,,,,,
"Astro Warrior",,6e48c97c3804141ab6f709c25be86d72129ed20a,,,,,,"(U) [b1][o1]",,,,,,,,,,,,,,,
Pac-Mania,,6ec93f862d30fe057141252fc5d726a03084bc17,,,,,,"(E) [o1]",,,,,,,,,,,,,,,
R-Type,,6fa3c84c3ff65e6d7f044d206bc6d819c6cb7cf1,,,R-Type,,,,1988,"Irem - Sega",,a,"a 1",,,pt,,,,,,,
"WWF Wrestlemania Steel Cage Challenge",,6fd4f5af0f14e1e0a934cd9e39a6bb476eda7e97,,,,,,,1993,"Acclaim - Flying Edge",,,,,,,,,,,,,
@,,704d263fa53f152b34c6d01fdc11d17a5f17d78b,,,"Super Arkanoid",@,,"Language en",1990,Hi-Com,kr,,,,,,1,,,,,,
Asterix,,70e311421467acd01e55f1908eae653bf20de175,,,Asterix,,,"v rev0; Language en,fr",1991,Sega,,,,,,,,,,,,,
Shanghai,,70f91b293c71a93e908e0d8eed4ab0c05e59a1e6,,,Shanghai,,,,1988,"Activision - Sega",,b,"b 1",,,,,,,,,,
