"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"!Public Domain",,029a2ac1aab2f1ab8b3d83c3a105babbb709927c,,,"The Electric Lantern Show: Pride Utilities Slideshow",,"Electric Lantern Show - Pride Utilities Slideshow",,,,,?,d1,,,,,,,,""" "",cat",,,
"Konami's Golf",,029c48e733915fa6d4243e7fcb5e0bb23ae126bd,,,,,,,1986,"Imagine Software",gb,?,,,,,,,,,""" "",cat",,,
Strip-Jak,,029f0f9775ae0c6e7ceb06fecd77213a1a9b343a,,,,,,"128K | Disk 2 of 2",1986,,es,,,,,,,,,,""" "",cat",,,
Inertie,,02ab6a2decdaccafd86d5a24603eebae5094cd14,,,,,,"Disk 2 of 2",1987,Ubisoft,fr,,,,,,,,,,""" "",cat",,,
"!Public Domain",,02af6d1b7b7ca0e137898902042469cad0bebb39,,,"Intro 2",,,,1991,"The CGA",,?,,,,,,,,,""" "",cat",,,
"Thomas the Tank Engine",,02b157c617a0acb73efa3ad3d00eeda4762e05e5,,,,,,,1991,"Alternative Software",gb,,,,,,,,,,""" "",cat",,,
"Defender of The Crown",,02bc6af111dda3a7e1dc85a585c22e91a01f2f6f,,,,,,"Disk 1 of 3",1987,Cinemaware,fr,,,,,,,XOR,,,""" "",cat",,,
"Affaire Vera Cruz",,02c6c86a7fa0735d85257b7f63ebefe9bc84fbf6,,,,,,,1985,Infogrames,fr,,,,,,,,,,""" "",cat",,,
"Zork II: Wizard of Frobozz",,02c6eb1e141d473bc90e8baf6485995091251844,,,,,,CPM,1984,Infocom,gb,!,,,,,,,,,""" "",cat",,,
Dandy,,02c8ae1fc79f8040c7dd2ccd970eac3fc2e85130,,,,,,,1987,,gb,,,,,,,,,,""" "",cat",,,
"Tintin Sur la Lune",,02c9c41f8ce386d1c7e05309b667abecbeffa367,,,,,,,199x,,fr,?,,,,,,,,,""" "",cat",,,
Cauldron,,02cf9b2ad72c026a8aafdbac6c5be678596c1cb2,,,,,,,1985,"Palace Software",fr,!,,,,,,,,,""" "",cat",,,
"!Public Domain",,02e839ee43802e5961cbc91a7a7fb4d39ad1a5d2,,,Solitaire,,,,1989,"M. Clarke",gb,,,,,,,,,,""" "",cat",,,
"!Public Domain",,02f4a98181a6e4196f332b58a0f39b1e07a41101,,,"Misc Group Demos 101A",,,,,,,?,,,,,,,,,""" "",cat",,,
Jumpman,,02fba9f16f593126695cc937809dcb8f1e2c03e5,,,,,,,1986,"Blaby Computer Games",gb,,,,,,,,,,""" "",cat",,,
"Sabre Wulf",,03016f5c55abd0a9d6f9d1fe18da735bc66a5e45,,,,,,,1985,,gb,?,,,,,,,,,""" "",cat",,,
"Downtown Hero: Pratique de l'Anglais de l'Actualite",,030a417b6f0bc64febb421d88b6350ea1144bf4b,,,,,,"Disk 2 of 2",1986,,fr,?,,,,,,,,,""" "",cat",,,
!NoRen,,030a597657ba18104ff27fe887127d88eb88f3c5,,,frankb2b,,,,,,,?,,,,,,,,,""" "",cat",,,
"Match Day II",,030d0cc93d9bae8efa6f852bbaa7acb438b35fa0,,,,,,,1987,,gb,,,,,,,,,,""" "",cat",,,
"Rastan Saga",,03120859741f9962258f429206f48ada421c5ca0,,,,,,"Side A",1988,"Imagine Software",gb,?,,,,,,,,,""" "",cat",,,
"!Multi-Game Disks",,031209d7e0075ad15470e9dfa5032af3aa7e5f8d,,,"E-Motion | Escape From Planet of Robot Monsters | Trailblazer",,,,19xx,,,?,,,,,,,,,""" "",cat",,,
CPC-Gooding,,03166a48e528a88fb8eee53274f5b8f66674648c,,,"Greek Meeting Demo",,,,1994,Chaos,,?,,,,,,,,,""" "",cat",,,
Ghouls,,031d176a54e3ed7bee1cbfa8a5537b802320fe35,,,,,,,1985,"Micro Power",gb,?,,,,,,,,,""" "",cat",,,
CPC-Gooding,,031d426c067a50a0b2849de6b64581386c4a33f4,,,"Notrantor-Demo 3",,,,19xx,GOS,,?,,,,,,,,,""" "",cat",,,
"Bob Morane: Science Fiction",,032094e343838173cc825d47c0dbdd4fd0c2da24,,,,,,,19xx,Infogrames,gb,?,,,1,,,,,,""" "",cat",,,
Asphalt,,03218f76bfcf2275393294b8f9d7cb1b27f9b309,,,,,,,1986,,fr,,,,,,,,,,""" "",cat",,,
"!Public Domain",,0326d9d493e0c9da6e1000c2a634d3e7570ae849,,,Pathways,,,,1993,,gb,?,,,,,,,,,""" "",cat",,,
"Space Ace",,03276dc8a63c29baacee63e3c2695e7945281dd9,,,,,,"Peter Williamson Version",1987,"Players Software",gb,?,,,,,,,,,""" "",cat",,,
"Bubble Bobble",,0327b74faf6b291831296c9a18cf2a354e24227d,,,,,,,1987,"Firebird Software",gb,,,,,,,"Enrique Soft",,,""" "",cat",,,
"!Multi-Game Disks",,0329825d4b70fdabde4acdac131008825ffdc4e5,,,"Dan Dare | Infernal Runner",,,,19xx,,,?,,,,,,,,,""" "",cat",,,
"Lotus Esprit Turbo Challenge",,032d75dc04f548a4ef61c15e3dab2ad83b68d38c,,,,,,,1990,"Gremlin Graphics Software",gb,,,,,,,,,,""" "",cat",,,
"!Multi-Game Disks",,032e0ff78d935988b2df1614d4b86a1ce14bd5b9,,,"Mercenary 1 and 2 | Dames 3D Champion",,,,19xx,,,?,,,,,,,,,""" "",cat",,,
DISC096B,,032ecc547ace67f4ce16884b0032370cf007ab7e,,,,,,,19xx,,,?,,,,,,,,,""" "",cat",,,
"Crypte Des Maudits",,03394fe8a394b1e62a694b2829da786f4c0d1a9f,,,,,,"Disk 1 of 2",1991,,fr,,,,,,,,,,""" "",cat",,,
DISC003A,,0339bf845ad99a0b5380d6f84bf64f41001e1120,,,,,,,19xx,,,?,,,,,,,,,""" "",cat",,,
"Defender of The Crown",,033eb022c572a555b2399fb658069e91584938e3,,,,,,"Disk 2 of 3",1989,,fr,?,,,,,,,,,""" "",cat",,,
"Survivor {Anirog}",,03486f3bc44f1e2baa476297933511b002ecc219,,,,,,,1984,"Anirog Software",gb,,,,,,,,,,""" "",cat",,,
"Tiger Road",,034c7c75ee5712ec1e3f9c0d1ecbd2a0664f8004,,,,,,,1988,Go!,gb,!,d1,,,,,,,,""" "",cat",,,
"Manhattan 95",,034e43d5de0018b9aa6e8390b3112840ebd36bf6,,,,,,,1986,Ubisoft,gb,?,,,,,,,,,""" "",cat",,,
@,,03509f76ce2edb742b2574d42497c1419b459471,,,"Half Rest",,,@,2022,Panetonent,@,@,@,@,@,@,@,@,@,@,@,,,
